FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01083,1,1,1,4.0505276,0.89055592,0.68270719,,756.88867,724.21497,,31.190523,38.152069,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,2,1,2,4.0456533,0.89616287,0.67740679,,822.435,642.34979,,31.229057,38.167503,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,3,1,3,4.0351019,0.86527097,,,879.80725,,,31.312813000000002,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,4,1,4,4.025743,0.85685253,,,847.38391,,,31.38748,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,5,1,5,4.0363398,0.91436666,,,854.7819199999999,,,31.302965000000004,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,6,1,6,4.0353222,0.93100625,0.63083458,,695.79883,422.94919000000004,,31.311059999999998,38.185047,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,7,1,7,4.0300112,0.93436003,,,645.19208,,,31.353382,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,8,1,8,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,9,1,9,4.0346613,0.93111873,,,511.21716,,,31.31632,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
Ba1.0O3,01083,10,1,10,4.0422578,0.98824823,,,396.49985,,,31.255962,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,29_Mar_2016,Pulsed Laser Deposition,BZC19,552.0,18,850,N,10.0,10,50.0,EXG,1000,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0
