Point	Row	Column	FWHM_200
1	1	1	0.69800687
2	1	2	0.71749568
3	1	3	0.65429646
4	1	4	0.68923908
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	0.6600312
13	2	2	0.72650135
14	2	3	0.71268058
15	2	4	0.74872142
16	2	5	0.69550735
17	2	6	0.68315065
18	2	7	0.580823
19	2	8	0.57275569
20	2	9	0.55649912
21	2	10	0.63961291
22	2	11	
23	3	1	0.762312
24	3	2	0.78002214
25	3	3	
26	3	4	0.71825445
27	3	5	0.62655103
28	3	6	0.57848305
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	0.54552138
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	0.65594798
42	4	9	
43	4	10	
44	4	11	
