FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01204,11,1,11,4.1012597,0.52532601,0.53796232,0.76175618,1830.9546,439.43616,239.67838999999998,30.795069,37.964432,44.052879,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,12,2,1,4.0903139,0.53760034,0.44291389,0.77123231,2092.0417,711.65198,249.34248,30.87953,38.058665999999995,44.151416999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,13,2,2,4.0926023,0.54542899,0.46305883,0.81956112,2230.6624,791.99371,238.10335,30.861834,38.029694,44.153542,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,14,2,3,4.0958729,0.54412895,0.41595387,0.78411448,2307.9238,942.34833,262.48645,30.836576,38.001236,44.107368,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,15,2,4,4.0974808,0.53194505,0.43371272,0.6579898000000001,2480.3894,997.47327,325.86102,30.824173,37.984875,44.104946000000005,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,16,2,5,4.0996108,0.54517674,0.43928945,0.68330824,2531.7737,955.4739400000001,325.23151,30.80776,37.962234,44.103725,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,17,2,6,4.1016946,0.54234374,0.43333343,0.77765036,2583.4827,979.2537199999999,311.01498,30.791721000000003,37.942454999999995,44.089458,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,18,2,7,4.1021008000000005,0.52750379,0.44004509,0.65349919,2652.8394,919.1225,363.99951,30.788598999999998,37.935184,44.075584,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,19,2,8,4.1027260000000005,0.52456689,0.44030519999999995,0.76823497,2599.9707,828.7937,322.26587,30.783789000000002,37.938278000000004,44.094101,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,20,2,9,4.1039853,0.52580076,0.47504973,0.72013676,2458.1956,733.76221,319.83551,30.774110999999998,37.921883,44.058193,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,21,2,10,4.1035805,0.51398683,0.47968143,0.70815367,2293.7651,643.77057,299.61978,30.77722,37.927803000000004,44.024563,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,22,2,11,4.1043835,0.51836026,0.47728741,0.66807896,2074.0576,581.71741,306.45651000000004,30.771051,37.924339,44.041267,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,23,3,1,4.094701799999999,0.5264318,0.45443091,0.8105157,2163.9585,653.39703,257.62219,30.845615000000002,38.019562,44.137828999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,24,3,2,4.0978179,0.54196054,0.43828043,0.80560958,2278.2278,809.00604,240.36096,30.821575,37.981148,44.09095,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,25,3,3,4.1019106,0.53316164,0.43543223,0.67767239,2452.0896,846.29749,275.12729,30.790059999999997,37.944927,44.060352,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,26,3,4,4.104413500000001,0.52747357,0.46307909,0.71883881,2564.7917,849.79346,296.21561,30.770821,37.917812,44.026932,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,27,3,5,4.1077237,0.52680278,0.41968775,0.70726132,2667.8923,886.1547199999999,314.97586,30.745413,37.880592,44.008183,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,28,3,6,4.1094122,0.53161049,0.45455575,0.63040644,2727.6902,799.39923,373.8588,30.732468,37.86578,43.991699,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,29,3,7,4.1111875,0.51392192,0.45681939,0.72827965,2747.5449,782.47308,364.56055,30.718868,37.851879,43.995182,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,30,3,8,4.1123109,0.51036435,0.44964841,0.69481295,2672.9531,717.07776,357.37915,30.71027,37.856998,43.97102,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,31,3,9,4.1123605,0.51014566,0.46004131,0.63952374,2606.2776,681.53986,335.98944,30.709888,37.836945,43.962643,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,32,3,10,4.1126399,0.50024086,0.46375018,0.6887877,2422.874,575.4157700000001,342.83887000000004,30.707752000000003,37.84288,43.968834,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,33,3,11,4.1131258,0.5144313,0.45003498,0.76934302,2243.9524,500.77588,323.13406000000003,30.704034999999998,37.84473,43.948906,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,34,4,1,4.1000862,0.50789124,0.51659006,0.80026174,2006.2029,396.75167999999996,215.6651,30.8041,37.973099,44.076488,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,35,4,2,4.102499,0.50995851,0.50600195,0.86552495,2073.6689,476.29065,200.22893,30.785535999999997,37.952782,44.049877,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,36,4,3,4.1071706,0.52809054,0.52707422,0.74882668,2093.6904,530.5921,219.62453,30.749653000000002,37.894768,43.989810999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,37,4,4,4.109767,0.51942492,0.47708148,0.86819911,2233.9314,572.82166,265.81964,30.729747999999997,37.864521,43.981064,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,38,4,5,4.1143799,0.51194751,0.46935013,0.67524505,2362.6484,582.5137900000001,296.96367999999995,30.694443,37.81736,43.910637,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,39,4,6,4.116537999999999,0.50415415,0.48934793,0.75675899,2414.4167,554.14862,307.86697000000004,30.677958,37.810268,43.917061,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,40,4,7,4.1181226,0.51220679,0.45988145,0.69453102,2398.5601,520.86615,321.95172,30.665861,37.801659,43.87513,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,41,4,8,4.1193752,0.50132525,0.45032910000000004,0.7365216,2430.5542,515.82849,317.53687,30.656307,37.772022,43.864788,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,42,4,9,4.1203661,0.49597704,0.45968041,0.77328062,2349.8308,466.25998,292.38696,30.648756,37.784626,43.847904,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,43,4,10,4.120496299999999,0.50166023,0.4782159000000001,0.7102356,2237.6545,425.87259000000006,282.71777000000003,30.647764000000002,37.77718,43.851822,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01204,44,4,11,4.1213598,0.49925044,0.48029119,0.84891033,2161.9229,379.37341000000004,223.59586000000002,30.641184000000003,37.782776,43.860766999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,23_Nov_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.2,850,N,345.0,10,50.0,p-Si,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
