Point	ASR
1	551223.38
2	867267.31
3	789481.56
4	756557.69
5	751908.12
6	692312.19
7	757940
8	672237.44
9	704815.69
10	781124.94
11	875247
12	743457.25
13	751625.44
14	668624.62
15	811158.56
16	910621.25
17	589173.81
18	715151.56
19	599886.62
20	676478.56
21	774370.5
22	739561.69
23	687160
24	619552.94
25	778580.25
26	711538.75
27	607583.5
28	511136.69
29	506738.47
30	556312.75
31	644748.5
32	725141.81
33	681725
34	630454.25
35	482296.91
36	460588.5
37	454431
38	441550.47
39	329025
40	379943.91
41	424460.22
42	649995
43	610065.38
44	588985.31
45	546416.75
46	454148.25
47	401620.88
48	457101.34
49	361251.44
50	275153.03
51	307090.44
52	393672.66
53	520530.06
54	548238.88
55	635292.31
56	400175.72
57	372749.66
58	290597.06
59	337626.69
60	274355.06
61	227149.52
62	291728.06
63	386007.16
64	450284.09
65	620401.19
66	692720.62
67	427413.31
68	382928.41
69	312054.12
70	2483772.5
71	231698.19
72	218082.89
73	236404.64
74	312007
75	584461.38
76	614306.5
77	710753.31
78	445665.97
79	435738.53
80	339920.03
81	329270.06
82	284282.47
83	248436.94
84	263827.59
85	369796.56
86	515943.31
87	696113.5
88	806666.06
89	437717.75
90	542395.5
91	468002.66
92	447676.56
93	464169.94
94	457698.25
95	393892.56
96	455404.88
97	542835.31
98	654110.44
99	934654.44
100	652571.06
101	715559.94
102	816499.25
103	816436.44
104	800697.06
105	810216.06
106	814300.12
107	743300.19
108	808142.62
109	1040494.6
110	1361533.8
111	809587.75
112	717382.06
113	877823.06
114	1093179.1
115	1137915.4
116	1266877.6
117	1236215.6
118	1200715.8
119	1365649.1
120	1741383.4
121	1930161.5
122	968866.38
123	996355.25
124	1037384.4
125	1707454.1
126	2084445
127	1717758.6
128	1655994.9
129	2004020.2
130	1992396.4
131	1913165.5
132	237637.91
