Point	Rp
1	48376000
2	48188000
3	22550000
4	23044000
5	19921000
6	20022000
7	19249000
8	20101000
9	23110000
10	25720000
11	19219000
12	22406000
13	21100000
14	17177000
15	17230000
16	16523000
17	16231000
18	15626000
19	16424000
20	17906000
21	22560000
22	19119000
23	19574000
24	15956000
25	13504000
26	8767333
27	10272000
28	10836000
29	12511000
30	14998000
31	17373000
32	18293000
33	20558000
34	18183000
35	13550000
36	8952000
37	8862800
38	6765000
39	8147000
40	8560800
41	10648000
42	14714000
43	17036000
44	19211000
45	14723000
46	12511000
47	8547600
48	7522200
49	6457465
50	6745200
51	7127700
52	7945000
53	12608000
54	14774000
55	16707000
56	11838000
57	10094000
58	7532000
59	6370000
60	1.23685e+08
61	4981863
62	5937970
63	7767100
64	11363000
65	17666000
66	18632000
67	12517000
68	12222000
69	9276400
70	7504000
71	3.11576e+08
72	5083300
73	5823800
74	8125600
75	15584000
76	18583000
77	19530000
78	14021000
79	13790000
80	9909000
81	7932300
82	6682080
83	6001800
84	6315326
85	8611000
86	14894000
87	20873000
88	24920000
89	14912000
90	15818000
91	12959000
92	10580000
93	10790000
94	11804000
95	10130000
96	10632000
97	15604000
98	18955000
99	23868000
100	20560000
101	21480000
102	22717000
103	20583000
104	19518000
105	20465000
106	22960000
107	24556000
108	24926000
109	32299000
110	42799000
111	23657000
112	24490000
113	33849000
114	31391000
115	31690000
116	38228000
117	38103000
118	38027000
119	45026000
120	49782000
121	60190000
122	24020000
123	31626000
124	37551000
125	45143000
126	46944000
127	50973000
128	55470000
129	69659000
130	82330000
131	84690000
132	1.6918e+08
