Point	ASR
1	1352925.8
2	1188149.4
3	626652.94
4	796864.31
5	559957
6	437529.25
7	598724.25
8	659074.19
9	639879.06
10	702428.12
11	596839.25
12	838678.88
13	591938.38
14	443278.34
15	461782.31
16	663346.75
17	737582.5
18	670603.81
19	480631.84
20	574125.56
21	616945.44
22	548584.44
23	700229
24	374320.44
25	390122.66
26	383462.47
27	387106.72
28	478181.41
29	442901.34
30	479123.91
31	466117.72
32	467594.25
33	418993.84
34	559297.25
35	374320.44
36	347177.12
37	343030.22
38	338977.56
39	232785.53
40	327824.91
41	348276.66
42	366026.66
43	410857.12
44	357104.53
45	468411.06
46	356507.62
47	303226.28
48	289403.28
49	263422.31
50	278605.62
51	226694
52	328924.47
53	340391.28
54	370864.69
55	371493.03
56	157582.16
57	289246.19
58	249954.33
59	251050.73
60	223825.72
61	194357.61
62	228355.89
63	243316.14
64	314755.91
65	393358.47
66	427193.41
67	369293.91
68	267569.22
69	200149.52
70	240595.53
71	198658.44
72	147312.83
73	164153.45
74	232433.67
75	365995.25
76	362665.16
77	393327.06
78	391630.62
79	295812.12
80	270710.81
81	218544.7
82	208507.33
83	157729.81
84	152546.19
85	219339.53
86	354277.09
87	393327.06
88	449184.53
89	438848.72
90	384153.62
91	336024.47
92	331877.56
93	259105.78
94	293644.41
95	7488262.5
96	249473.66
97	334610.75
98	411391.22
99	611227.75
100	423674.81
101	432879.69
102	523294.66
103	450409.75
104	469824.78
105	498601.75
106	446482.78
107	440011.09
108	473092.03
109	585875.12
110	840532.38
111	475196.91
112	468662.41
113	613741
114	666174.19
115	641669.75
116	789481.56
117	737331.19
118	708428.56
119	907291.19
120	1239985.6
121	1260720.1
122	532782.25
123	537934.44
124	704721.5
125	822782.44
126	768464.31
127	957211.06
128	913574.38
129	1063019.8
130	1171624.6
131	1083722.9
132	2099336
