Point	ASR
1	669787
2	560648.12
3	254311.7
4	350727.09
5	242958
6	327982
7	271024.97
8	271307.72
9	355219.59
10	273883.81
11	305770.97
12	441581.88
13	253243.56
14	1382770.9
15	221840.23
16	263862.16
17	248154.19
18	242760.08
19	212880.42
20	291005.47
21	346580.22
22	256605.08
23	274920.53
24	182353.59
25	183899.25
26	170635.45
27	163180.47
28	5027046.5
29	155794.59
30	192303
31	201847.16
32	242876.33
33	189280.8
34	230435.62
35	160912.23
36	152370.25
37	161031.62
38	156633.39
39	98077.609
40	139580.84
41	164295.73
42	170170.5
43	207090.47
44	194932.52
45	170390.42
46	156875.3
47	130551.91
48	136952.41
49	126075.15
50	109924.23
51	127781.34
52	126964.22
53	165941.92
54	194590.08
55	195815.31
56	66526.312
57	123144.05
58	109922.03
59	129158.3
60	93009.914
61	79722.562
62	84078.375
63	115654.18
64	121893.7
65	192127.08
66	190898.72
67	152558.75
68	87882.836
69	109999.63
70	1455184.5
71	84428.531
72	76758.469
73	72636.398
74	97673.602
75	175008.55
76	164053.83
77	193113.53
78	157758.08
79	133417.05
80	115978.39
81	114900.52
82	84947.336
83	73726.523
84	74553.703
85	107075.76
86	146297.56
87	177393.02
88	210266.62
89	152624.72
90	156956.98
91	145549.86
92	134171.03
93	139279.25
94	115981.22
95	106870.61
96	103276.63
97	130093.24
98	173186.44
99	221290.45
100	191951.16
101	214847.06
102	216172.81
103	188328.89
104	210351.44
105	226932.75
106	194674.91
107	184882.58
108	201313.09
109	269328.5
110	303666.09
111	179856.03
112	196349.38
113	256573.66
114	273318.34
115	259338.25
116	287675.41
117	304954.16
118	292859.03
119	361377.09
120	432125.72
121	444472.16
122	263767.91
123	216015.73
124	301592.62
125	345009.41
126	307718.75
127	361534.19
128	348339.5
129	424585.88
130	434984.56
131	523011.91
132	612641.44
