Point	Rp
1	7180000
2	8699000
3	7011200
4	7094400
5	7743000
6	8028000
7	8988000
8	8286000
9	8315000
10	10130000
11	7376500
12	9636000
13	7893000
14	6936000
15	6657000
16	10208000
17	9886000
18	7586000
19	6384700
20	6957000
21	9445000
22	7795000
23	8572000
24	6847000
25	7466000
26	6133300
27	7068000
28	6331900
29	6167510
30	6433000
31	7836000
32	8654000
33	7580000
34	8669000
35	5926000
36	6650100
37	6758700
38	2.057484e+09
39	4266700
40	4592900
41	5208600
42	6358000
43	7141000
44	7236000
45	6807000
46	4837900
47	5198100
48	4324800
49	3731010.8
50	3562500
51	4378390
52	5073800
53	7212000
54	6079000
55	7092000
56	5755700
57	3517000
58	4015533
59	3966400
60	3544800
61	2588100
62	3014640
63	4355613
64	5941100
65	7766000
66	8129000
67	5192000
68	3883300
69	24417000
70	2777852
71	2265200
72	2192000
73	2486860
74	3764870
75	3.0507101e+08
76	6514000
77	6802000
78	5558200
79	4731500
80	3733300
81	3677700
82	2891720
83	2436600
84	3009200
85	3567800
86	5494800
87	7329000
88	8518000
89	5734600
90	5499000
91	4790100
92	4263580
93	5201400
94	7833000
95	3989200
96	4600000
97	5148400
98	6708000
99	9410000
100	7820000
101	7313000
102	7897000
103	7936000
104	8273000
105	7827000
106	7666000
107	6905800
108	6839000
109	9077000
110	12071000
111	7866000
112	6756000
113	9078000
114	11007000
115	10480000
116	11635000
117	10976000
118	11588000
119	13311000
120	15733000
121	15174000
122	8220000
123	8373000
124	10273000
125	14300000
126	16332000
127	14874000
128	14650000
129	18145000
130	19107000
131	17929000
132	31630000
