Point	ASR
1	225566.16
2	273286.91
3	220263.16
4	222876.97
5	243253.31
6	252206.84
7	282366.09
8	260312.14
9	261223.2
10	318243.06
11	231739.39
12	302723.62
13	247965.7
14	217900.69
15	209135.64
16	320693.5
17	310577.59
18	238321.02
19	200581.09
20	218560.42
21	296723.19
22	244886.94
23	269297.09
24	215104.67
25	234551.11
26	192683.14
27	222047.58
28	198922.34
29	193757.88
30	202098.48
31	246175
32	271873.19
33	238132.52
34	272344.44
35	186170.62
36	208918.88
37	212330.64
38	64637712
39	134042.22
40	144290.09
41	163632.86
42	199742.3
43	224340.94
44	227325.45
45	213848.03
46	151986.98
47	163302.98
48	135867.48
49	117213.06
50	111919.14
51	137551.06
52	159398
53	226571.47
54	190977.25
55	222801.56
56	180820.5
57	110489.72
58	126151.59
59	124608.02
60	111363.09
61	81307.492
62	94707.625
63	136835.5
64	186645
65	243975.88
66	255379.84
67	163111.36
68	121997.37
69	767082
70	87268.719
71	71163.297
72	68863.656
73	78126.945
74	118276.78
75	9584080
76	204643.17
77	213690.95
78	174615.86
79	148644.33
80	117284.98
81	115538.26
82	90845.984
83	76547.984
84	94536.727
85	112085.65
86	172624.09
87	230247.12
88	267600.62
89	180157.62
90	172756.03
91	150485.3
92	133944.2
93	163406.66
94	246080.75
95	125324.3
96	144513.14
97	161741.62
98	210737.86
99	295623.62
100	245672.34
101	229744.48
102	248091.36
103	249316.58
104	259903.73
105	245892.25
106	240834.3
107	216951.92
108	214853.34
109	285162.12
110	379221.34
111	247117.47
112	212245.83
113	285193.53
114	345794.81
115	329238.62
116	365524
117	344820.91
118	364047.44
119	418177.03
120	494266.34
121	476704.88
122	258238.7
123	263045.34
124	322735.53
125	449247.38
126	513084.47
127	467280.09
128	460242.94
129	570041.5
130	600263.62
131	563255.69
132	993684.94
