Point	Rp
1	83965000
2	88119000
3	88113000
4	93581000
5	71555000
6	61019000
7	76219000
8	87168000
9	91331000
10	1.0468e+08
11	91103000
12	87242000
13	73590000
14	53963000
15	49823000
16	55950000
17	39410000
18	55209000
19	47440000
20	83270000
21	1.03337e+08
22	83671000
23	46620000
24	43378000
25	40427000
26	44660000
27	41296000
28	45700000
29	50200000
30	53260000
31	52910000
32	86190000
33	96551000
34	43730000
35	44830000
36	36460000
37	36232000
38	29100000
39	27800000
40	35820000
41	42020000
42	49020000
43	75265000
44	79210000
45	34983000
46	44465000
47	36703000
48	31830000
49	22850000
50	29721000
51	29994000
52	32040000
53	37920000
54	52330000
55	76010000
56	13948000
57	37180000
58	33602000
59	29230000
60	25620000
61	20344000
62	23870000
63	27227000
64	37980000
65	62455000
66	81510000
67	28653000
68	37310000
69	30019000
70	23690000
71	20293000
72	18566000
73	15832000
74	21940000
75	43612000
76	65261000
77	84875000
78	29122000
79	33438000
80	29280000
81	26920000
82	23390000
83	19525000
84	21430000
85	23620000
86	44100000
87	95960000
88	1.03872e+08
89	34240000
90	44022000
91	50424000
92	42107000
93	34417000
94	34620000
95	34404000
96	31320000
97	65811000
98	1.0398e+08
99	1.1924e+08
100	38264000
101	62436000
102	90051000
103	70170000
104	62461000
105	65950000
106	57280000
107	71624000
108	1.21426e+08
109	1.78798e+08
110	2.0829699e+08
111	56472000
112	57420000
113	64790000
114	53990000
115	82400000
116	83928000
117	1.0162e+08
118	1.0698e+08
119	1.5809e+08
120	2.3068701e+08
121	3.2998e+08
122	3819000
123	89564000
124	1.04205e+08
125	1.2989e+08
126	1.03772e+08
127	1.27204e+08
128	1.3275e+08
129	11645380
130	1.6123e+08
131	2.4979e+08
132	4.3412998e+08
