Point	ASR
1	345292.16
2	305236.88
3	166315.78
4	167383.92
5	216235.64
6	255159.94
7	202821.05
8	191542.75
9	210800.69
10	231409.52
11	186962.3
12	250039.14
13	211136.84
14	170368.42
15	172033.47
16	165436.12
17	183814.44
18	169394.53
19	163268.44
20	186327.7
21	206590.95
22	186076.38
23	274103.72
24	164525.06
25	144365.48
26	136951.33
27	129759.92
28	121290.51
29	142505.66
30	175457.8
31	184973.67
32	189626.38
33	240897.12
34	244415.7
35	147774.11
36	123847.76
37	129857.62
38	99738.57
39	109344.92
40	112233.3
41	125682.45
42	156165.3
43	185664.83
44	214979
45	215104.67
46	153366.14
47	123109.48
48	94068.633
49	103421.14
50	101426.23
51	77721.055
52	127777.89
53	145424.2
54	183814.44
55	185887.88
56	162011.8
57	108001.58
58	97552.656
59	84307.711
60	82919.125
61	60710.914
62	70940.242
63	273758.16
64	125182.94
65	210863.52
66	275328.94
67	164116.66
68	124900.2
69	94643.539
70	87904.828
71	61549.164
72	58691.812
73	70629.227
74	87506.164
75	157824.06
76	202915.3
77	230686.95
78	178888.42
79	147748.98
80	109585.13
81	97056.281
82	84816.336
83	77437.086
84	98118.141
85	161917.55
86	182271.91
87	243944.47
88	255505.52
89	194982.78
90	161738.48
91	141968.45
92	125798.69
93	122904.34
94	124878.63
95	117297.55
96	124598.6
97	146215.88
98	205774.14
99	256416.58
100	226382.97
101	210863.52
102	252335.66
103	211460.42
104	212509.72
105	230655.53
106	235339.66
107	248751.09
108	232383.41
109	314598.81
110	418239.88
111	256982.06
112	283120.09
113	365806.75
114	350538.62
115	404982.38
116	457792.5
117	364801.44
118	525996.44
119	607112.25
120	691746.69
121	671891.88
122	280041.34
123	341899.25
124	442587.19
125	557663.62
126	557223.81
127	634035.69
128	693977.25
129	776067
130	862460.69
131	988344.19
132	1253714.4
