Point	Row	Column	Y_at
1	1	1	0.071590506
2	1	2	0.074959703
3	1	3	0.073014297
4	1	4	0.072550505
5	1	5	0.071479909
6	1	6	0.069829009
7	1	7	0.070544504
8	1	8	0.065550797
9	1	9	0.066073798
10	1	10	0.062142599
11	1	11	0.065379299
12	2	1	0.075112998
13	2	2	0.074910499
14	2	3	0.074243009
15	2	4	0.0734355
16	2	5	0.071499296
17	2	6	0.072609998
18	2	7	0.071759194
19	2	8	0.065351799
20	2	9	0.065323509
21	2	10	0.066115804
22	2	11	0.063369602
23	3	1	0.067271806
24	3	2	0.068811297
25	3	3	0.069656797
26	3	4	0.069733903
27	3	5	0.070115693
28	3	6	0.0689146
29	3	7	0.066278003
30	3	8	0.068557806
31	3	9	0.067759201
32	3	10	0.06268499
33	3	11	0.065253206
34	4	1	0.067671798
35	4	2	0.071691304
36	4	3	0.069876
37	4	4	0.067339003
38	4	5	0.064980693
39	4	6	0.066978201
40	4	7	0.062351301
41	4	8	0.063400991
42	4	9	0.066227391
43	4	10	0.058003999
44	4	11	0.0605
