FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01258,1,1,1,4.1920981,0.4925696,0.63540345,3532.3752,430.95070999999996,30.111786,37.102238,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,2,1,2,4.2004147000000005,0.48774552,0.45034444,3246.0820000000003,350.71698,30.050758000000002,37.030421999999994,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,3,1,3,4.2033935,0.54896921,,1863.2612,,30.028963,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,4,1,4,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,5,1,5,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,6,1,6,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,7,1,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,8,1,8,4.2081361,0.60101217,,370.62012000000004,,29.994324,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,9,1,9,4.1975636,0.56440848,,1209.5752,,30.071651,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,10,1,10,4.1954193,0.5759021,,916.12415,,30.087384999999998,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,11,1,11,4.1980033,0.67238528,,721.0264900000001,,30.068428000000004,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,12,2,1,4.199074700000001,0.50919062,0.41669129999999993,3348.2939,375.02924,30.060574,37.032242,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,13,2,2,4.2024565,0.52659941,0.41406837,2806.4341,303.14072000000004,30.035814000000002,36.96246,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,14,2,3,4.2089782,0.6228562,,1010.9077,,29.98818,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,15,2,4,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,16,2,5,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,17,2,6,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,18,2,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,19,2,8,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,20,2,9,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,21,2,10,4.1995883,0.55785674,,927.1922,,30.056814000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
