FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01258,22,2,11,4.197988,0.54679042,,1291.864,,30.068540999999996,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,23,3,1,4.1892905,0.51981741,0.49013335,3243.2429,400.73138,30.132444,37.071552000000004,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,24,3,2,4.194757,0.51297385,0.636482,3051.4854,336.46011,30.092249,37.044391999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,25,3,3,4.1985507,0.54285377,,2458.3364,,30.064417,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,26,3,4,4.200995900000001,0.59606743,,1499.2631,,30.046505,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,27,3,5,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,28,3,6,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,29,3,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,30,3,8,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,31,3,9,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,32,3,10,4.1952085,0.56488281,,1225.424,,30.088934000000002,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,33,3,11,4.1914182,0.60519093,,1288.4646,,30.116784999999997,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,34,4,1,4.1885362,0.52127421,,2151.8645,,30.138,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,35,4,2,4.1865902,0.52434856,0.92307919,2309.4326,327.89246,30.152340000000002,37.127148,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,36,4,3,4.1845345,0.50820225,0.24153079,2488.1055,331.28217,30.167505,37.300179,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,37,4,4,4.1822367,0.51607186,0.65459174,2511.2354,338.56219,30.184477,37.209972,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,38,4,5,4.1844411,0.51867783,,2327.9045,,30.168196000000002,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,39,4,6,4.1836376,0.52761674,,2133.9109,,30.174128000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,40,4,7,4.182572400000001,0.54687279,0.51145846,1728.4789,312.21454,30.181995,37.011790999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,41,4,8,4.1875482,0.5680569999999999,,1301.2692,,30.145281,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,42,4,9,4.1897492,0.60958707,,900.35693,,30.129065999999998,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,43,4,10,4.1873255,0.56866306,,795.56146,,30.146921000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
Ba1.0O3,01258,44,4,11,4.1835508,0.60681075,,902.87866,,30.174767,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,15_June_2017,Pulsed Laser Deposition,BZYF631,700.0,21,850,N,200.0,20,1.0,EXG,0,0,0,0,0,124,0,124.0,0,0,0,0,0,0,0
