Point	Row	Column	MaxInt_111
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	495.15204
6	1	6	965.23621
7	1	7	1769.0153
8	1	8	2397.3223
9	1	9	1647.5929
10	1	10	1543.6189
11	1	11	1646.2926
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	543.49091
18	2	7	1395.3167
19	2	8	2236.0842
20	2	9	2286.5447
21	2	10	1749.8037
22	2	11	1476.6042
23	3	1	
24	3	2	
25	3	3	353.69238
26	3	4	539.81964
27	3	5	868.20221
28	3	6	1441.8654
29	3	7	1900.79
30	3	8	2083.7114
31	3	9	2026.2758
32	3	10	1420.1003
33	3	11	1355.6375
34	4	1	835.88531
35	4	2	1215.2434
36	4	3	1546.0007
37	4	4	1463.2012
38	4	5	1278.9194
39	4	6	1275.8062
40	4	7	1330.7874
41	4	8	1253.0461
42	4	9	1152.1426
43	4	10	1143.4041
44	4	11	1005.6551
