Point	Row	Column	Pos_111
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	38.136093
6	1	6	38.169003
7	1	7	38.17009
8	1	8	38.159977
9	1	9	38.113258
10	1	10	38.058586
11	1	11	38.079395
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	38.156918
18	2	7	38.169258
19	2	8	38.165943
20	2	9	38.137505
21	2	10	38.092308
22	2	11	38.0658
23	3	1	
24	3	2	
25	3	3	38.078857
26	3	4	38.10841
27	3	5	38.123291
28	3	6	38.136127
29	3	7	38.136387
30	3	8	38.139988
31	3	9	38.124954
32	3	10	38.10923
33	3	11	38.077229
34	4	1	38.039757
35	4	2	38.058693
36	4	3	38.054607
37	4	4	38.050873
38	4	5	38.0392
39	4	6	38.053314
40	4	7	38.034618
41	4	8	38.039402
42	4	9	38.036736
43	4	10	38.041142
44	4	11	38.039417
