Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.47779796	0.12275428	0.028953997	0.21410029	0.15639348	2.1857815e-05	0.20162	437
2	0	1.5	0.47840846	0.12348671	0.029182861	0.21458642	0.15433554	1.9470197e-05	0.2065088	437
3	0	3	0.47901896	0.12421913	0.029411726	0.21507257	0.1522776	2.7111429e-13	0.2113976	437
4	-4	0	0.47634849	0.12951989	0.029821701	0.19964741	0.1646625	2.2663833e-05	0.21868999	437
5	-4	1.5	0.4763667	0.13039306	0.030331843	0.20053102	0.16237739	2.037481e-05	0.22410201	437
6	-4	3	0.47638488	0.13126621	0.030841988	0.20141464	0.16009228	4.0254798e-13	0.229514	437
7	-8	0	0.47873235	0.13163772	0.030216103	0.18689041	0.17252342	2.138737e-05	0.23284	437
8	-8	1.5	0.47849423	0.13270399	0.030880146	0.18780775	0.17011388	1.9942183e-05	0.23863719	437
9	-8	3	0.47825611	0.13377027	0.03154419	0.18872508	0.16770433	1.943695e-13	0.2444344	437
10	-12	0	0.4765045	0.1355817	0.033201098	0.17427529	0.18043739	1.6840206e-05	0.2437	437
11	-12	1.5	0.47611409	0.13709141	0.034037814	0.17508212	0.17767456	2.2700284e-05	0.25002041	437
12	-12	3	0.47572368	0.13860112	0.034874525	0.17588893	0.17491175	1.7425507e-13	0.2563408	437
13	-16	0	0.47722939	0.136967	0.034911398	0.16151661	0.18937559	1.9337558e-05	0.25246	437
14	-16	1.5	0.47660172	0.13876088	0.035798751	0.16224788	0.18659076	1.9206183e-05	0.25867	437
15	-16	3	0.47597405	0.14055474	0.036686104	0.16297919	0.18380593	6.7136883e-13	0.26488	437
16	-20	0	0.4762198	0.1403348	0.036717203	0.15004051	0.1966877	2.0300982e-05	0.25525999	437
17	-20	1.5	0.47549203	0.14223614	0.037370194	0.1508866	0.19401504	1.9193858e-05	0.26127559	437
18	-20	3	0.47476429	0.14413747	0.038023181	0.15173268	0.19134237	8.4607148e-13	0.26729119	437
19	-24	0	0.47625569	0.1448018	0.036560301	0.13913551	0.20324671	1.3871765e-05	0.25363001	437
20	-24	1.5	0.47558582	0.14658991	0.037663426	0.13988149	0.20027934	1.8674733e-05	0.25935161	437
21	-24	3	0.47491598	0.14837801	0.038766548	0.14062749	0.19731198	8.6889176e-13	0.26507321	437
22	-28	0	0.47617221	0.1435184	0.036846001	0.1312964	0.21216699	2.0604646e-05	0.24743	437
23	-28	1.5	0.47575393	0.14568478	0.037890758	0.13197851	0.208692	3.7509006e-05	0.25257081	437
24	-28	3	0.47533572	0.14785115	0.038935512	0.13266063	0.205217	3.0131504e-13	0.25771159	437
25	-32	0	0.47635409	0.1452394	0.036700398	0.1238764	0.2178297	8.3247405e-06	0.23386	437
26	-32	1.5	0.4758994	0.14721043	0.037683837	0.12468796	0.21451838	1.0420936e-05	0.2383672	437
27	-32	3	0.4754447	0.14918146	0.038667273	0.12549952	0.21120705	2.1324088e-12	0.2428744	437
28	-36	0	0.47469059	0.1448766	0.036508102	0.11795399	0.2259707	6.6035291e-06	0.21943	437
29	-36	1.5	0.47419995	0.14701742	0.037666522	0.11866396	0.22245215	6.4370856e-06	0.2232832	437
30	-36	3	0.47370932	0.14915825	0.038824942	0.11937392	0.21893358	4.3613149e-13	0.2271364	437
31	-40	0	0.47239915	0.14143702	0.038508505	0.11400421	0.23365113	5.1105353e-06	0.20092	437
32	-40	1.5	0.47157633	0.14376961	0.039680637	0.11469129	0.23028213	6.2251597e-06	0.2040676	437
33	-40	3	0.47075352	0.1461022	0.040852778	0.11537835	0.22691315	6.2628738e-13	0.2072152	437
34	0	12.5	0.48288551	0.12885781	0.030861199	0.21815149	0.13924401	1.7873339e-05	0.24236	437
35	0	14	0.48282063	0.12992315	0.031398356	0.21756773	0.13829015	1.8947934e-05	0.2406428	437
36	0	15.5	0.48275575	0.13098849	0.031935513	0.21698396	0.1373363	2.0209693e-05	0.23892561	437
37	-4	12.5	0.47650009	0.13679621	0.034072902	0.2070109	0.1456199	2.0544807e-05	0.26379001	437
38	-4	14	0.47666568	0.13788278	0.03499461	0.20616117	0.14429575	2.2172797e-05	0.26214361	437
39	-4	15.5	0.47683129	0.13896936	0.035916317	0.20531143	0.14297161	2.2521499e-05	0.26049721	437
40	-8	12.5	0.47674802	0.1405234	0.035749801	0.1945349	0.1524439	2.1623726e-05	0.28115001	437
