Point	Row	Column	MaxInt_111
1	1	1	413.35773
2	1	2	307.09677
3	1	3	478.09735
4	1	4	679.03247
5	1	5	695.48596
6	1	6	631.78192
7	1	7	679.88776
8	1	8	559.38812
9	1	9	603.44537
10	1	10	663.26111
11	1	11	498.60681
12	2	1	464.67264
13	2	2	482.28604
14	2	3	564.85992
15	2	4	560.77124
16	2	5	554.43146
17	2	6	650.91821
18	2	7	545.27258
19	2	8	463.5145
20	2	9	463.84274
21	2	10	570.09534
22	2	11	
23	3	1	487.39236
24	3	2	633.54169
25	3	3	606.16284
26	3	4	696.7962
27	3	5	780.40082
28	3	6	779.02716
29	3	7	814.43207
30	3	8	813.10364
31	3	9	848.34204
32	3	10	693.86829
33	3	11	646.32953
34	4	1	369.96918
35	4	2	480.953
36	4	3	500.51459
37	4	4	571.93469
38	4	5	570.77875
39	4	6	609.53998
40	4	7	605.50793
41	4	8	550.57367
42	4	9	577.11243
43	4	10	507.8486
44	4	11	443.55368
