Point	Row	Column	MaxInt_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	409.9903
7	1	7	520.58679
8	1	8	453.65927
9	1	9	457.8938
10	1	10	429.34296
11	1	11	374.33313
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	
18	2	7	241.99887
19	2	8	660.03168
20	2	9	538.70435
21	2	10	491.54651
22	2	11	457.67307
23	3	1	
24	3	2	
25	3	3	
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	249.70825
31	3	9	285.70206
32	3	10	256.87308
33	3	11	
34	4	1	252.5174
35	4	2	
36	4	3	
37	4	4	284.88345
38	4	5	321.75577
39	4	6	387.69061
40	4	7	460.95657
41	4	8	284.9567
42	4	9	
43	4	10	
44	4	11	
