FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01221,11,1,11,4.1017703999999995,0.51111114,,1546.8364,,30.791138,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,12,2,1,4.0942945,0.52960086,0.5585373,1830.4656,417.99332000000004,30.848757,38.014664,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,13,2,2,4.0979519,0.48494574,0.56070197,2110.4348,384.21774,30.820545000000003,37.99884,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,14,2,3,4.0917912,0.48673645,,1582.3470000000002,,30.868105,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,15,2,4,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,16,2,5,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,17,2,6,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,18,2,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,19,2,8,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,20,2,9,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,21,2,10,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,22,2,11,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,23,3,1,4.1053081,0.48551467,0.49867752,1995.2092,307.77316,30.763948,37.913685,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,24,3,2,4.1003408,0.48349109,,1549.6770000000001,,30.802141,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,25,3,3,4.0956510999999995,0.51566654,,1000.2377,,30.838285,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,26,3,4,4.1040931,0.46672279,,1743.3751,,30.773283000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,27,3,5,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,28,3,6,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,29,3,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,30,3,8,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,31,3,9,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,32,3,10,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,33,3,11,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,34,4,1,4.1118703000000005,0.52136838,0.60821742,1690.9362,308.69034,30.71364,37.878899,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,35,4,2,4.1143169,0.54055953,0.52637374,1785.225,332.94095,30.694927000000003,37.83762,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,36,4,3,4.1157603,0.53473979,0.49027035,1881.2688,339.8793,30.683896999999998,37.827419,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,37,4,4,4.1168275,0.44829249,,2211.4958,,30.675749,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,38,4,5,4.1093264,0.51071316,,1210.0385,,30.733126000000002,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,39,4,6,4.1066651,0.59125096,,558.6543,,30.753532,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,40,4,7,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,41,4,8,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,42,4,9,4.1116652,0.49882561,,746.3573,,30.715212,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,43,4,10,4.1238189,0.46523079,,1804.4301,,30.622463,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,44,4,11,4.1250858,0.5331133000000001,,1541.3416,,30.612828999999998,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
