FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01221,1,1,1,4.0863748,0.51644677,0.5430184,1616.6493,379.69476000000003,30.910040000000002,38.09967,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,2,1,2,4.087707,0.51745594,0.43564862,1684.5797,375.19775,30.899714000000003,38.100165999999994,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,3,1,3,4.0898938,0.5207603,0.48168358,1761.1549,388.78891,30.882778000000002,38.051929,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,4,1,4,4.0920396,0.51932013,0.49126193,1838.3573,425.0564,30.866182000000002,38.0303,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,5,1,5,4.0942483,0.5254367,0.55527318,1913.5708,400.85205,30.849115,38.010422,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,6,1,6,4.095978700000001,0.51641506,0.47803977,1980.7732,389.54922,30.835759999999997,37.995632,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,7,1,7,4.097082100000001,0.49002108,0.50525653,1974.7135,369.06216,30.82725,37.987175,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,8,1,8,4.0984001,0.48587221,,1942.7236,,30.817089000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,9,1,9,4.099185899999999,0.48781481,,1903.2271,,30.811034999999997,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
Ba1.0O3,01221,10,1,10,4.1005778,0.52697998,,1622.1448,,30.800316,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,10_Feb_2017,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,400.0,10,50.0,SiO2,16,44,64,0,0,42,0,41.5,0,90,270,0,0,180,0
