Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.43203932	0.089593336	0.020026833	0.33408445	0.12425606	130753.09	437
2	-4	0	0.42393652	0.10046376	0.015967963	0.32541904	0.13421272	242028.3	437
3	-8	0	0.43312463	0.095544472	0.014886922	0.30671316	0.14973082	550501.25	437
4	-12	0	0.42823091	0.099273682	0.019500168	0.28486905	0.16812618	195155.73	437
5	-16	0	0.43397957	0.086886153	0.024403475	0.26637954	0.18835127	242813.7	437
6	-20	0	0.43394822	0.10487571	0.020488374	0.23784171	0.20284599	532908.38	437
7	-24	0	0.43316612	0.11151164	0.028233767	0.21042356	0.21666493	5120167.5	437
8	-28	0	0.4451268	0.10566239	0.016158225	0.18815719	0.2448954	3574818.2	437
9	-32	0	0.44803271	0.1149008	0.017752558	0.15787607	0.26143786	18712582	437
10	-36	0	0.44531879	0.11751499	0.029966306	0.13509172	0.2721082	28779188	437
11	-40	0	0.43986267	0.10908191	0.033240929	0.12490579	0.2929087	9754959	437
12	0	3.75	0.43691096	0.096521772	0.018212613	0.31957185	0.12878279	2073137	437
13	-4	3.75	0.4278841	0.10542364	0.016563855	0.31073174	0.13939667	1179573.8	437
14	-8	3.75	0.43554565	0.10115753	0.016291222	0.29381579	0.15318981	593145.38	437
15	-12	3.75	0.43039072	0.10602371	0.020343889	0.27369764	0.16954404	897741.5	437
16	-16	3.75	0.43524355	0.097066715	0.023013847	0.25656527	0.18811062	1165342.4	437
17	-20	3.75	0.43362844	0.11143521	0.020831754	0.23319057	0.20091404	1850712.2	437
18	-24	3.75	0.43409458	0.11418491	0.025981156	0.21049763	0.21524172	3333858	437
19	-28	3.75	0.44004381	0.1111529	0.021183016	0.19017604	0.23744424	6038141	437
20	-32	3.75	0.44370762	0.11666932	0.020758465	0.16562848	0.25323614	9493893	437
21	-36	3.75	0.43977031	0.11802717	0.029844295	0.14794102	0.2644172	1915114.9	437
22	-40	3.75	0.43470877	0.11102942	0.032217387	0.13757482	0.28446957	1447017.6	437
23	0	7.5	0.44178259	0.10345022	0.016398393	0.30505928	0.13330953	588074.75	437
24	-4	7.5	0.43183169	0.11038351	0.017159745	0.29604444	0.1445806	548396.44	437
25	-8	7.5	0.43796667	0.10677059	0.01769552	0.28091842	0.15664881	662287.31	437
26	-12	7.5	0.43255052	0.11277374	0.021187607	0.26252624	0.1709619	903207.88	437
27	-16	7.5	0.43650752	0.10724729	0.021624217	0.246751	0.18786997	2153876	437
28	-20	7.5	0.43330866	0.1179947	0.021175133	0.22853942	0.19898209	2180265.2	437
29	-24	7.5	0.43502307	0.11685818	0.023728546	0.21057169	0.21381852	4478968.5	437
30	-28	7.5	0.43496078	0.11664342	0.026207808	0.19219489	0.22999309	6743428.5	437
31	-32	7.5	0.43938249	0.11843784	0.023764372	0.17338088	0.24503441	12345202	437
32	-36	7.5	0.43422183	0.11853936	0.029722285	0.16079031	0.25672621	12474950	437
33	-40	7.5	0.42955488	0.11297692	0.031193845	0.15024385	0.27603048	4537088	437
34	0	11.5	0.44697902	0.11084055	0.014463224	0.28957918	0.13813804	794203.38	437
35	-4	11.5	0.43604246	0.11567404	0.017795362	0.28037798	0.15011016	619365	437
36	-8	11.5	0.44054908	0.11275785	0.019193441	0.26716122	0.1603384	1243191	437
37	-12	11.5	0.43485427	0.11997377	0.022087576	0.25061008	0.17247429	1175301.2	437
38	-16	11.5	0.43785578	0.11810655	0.020141946	0.23628242	0.18761328	1217178.6	437
39	-20	11.5	0.43296754	0.12499151	0.021541405	0.2235782	0.19692135	475103.06	437
40	-24	11.5	0.43601343	0.11970966	0.021325761	0.21065071	0.21230043	571895.5	437
41	-28	11.5	0.42953891	0.12249997	0.031567585	0.19434835	0.22204518	911407.44	437
42	-32	11.5	0.43476903	0.12032426	0.026970673	0.18165012	0.23628591	3770853.8	437
43	-36	11.5	0.42830345	0.11908569	0.02959214	0.17449623	0.24852251	8722318	437
44	-40	11.5	0.42405739	0.11505426	0.030102069	0.16375747	0.26702878	1124376	437
45	0	15.25	0.45115152	0.11634866	0.012932056	0.27732709	0.14224067	1922654.8	437
46	-4	15.25	0.43968347	0.11984373	0.0183628	0.26762193	0.15448807	1457541.9	437
47	-8	15.25	0.44253272	0.11807015	0.020678464	0.2557185	0.1630002	2929849.2	437
48	-12	15.25	0.43679586	0.12617552	0.023193289	0.24057667	0.17325866	1340831.8	437
49	-16	15.25	0.43868887	0.12733312	0.019531662	0.22758383	0.18686253	461060.12	437
50	-20	15.25	0.43275341	0.13075821	0.022400005	0.21921006	0.19487831	256322.55	437
51	-24	15.25	0.43657297	0.12261836	0.019988684	0.21051177	0.21030819	216260.95	437
52	-28	15.25	0.42537418	0.12757218	0.036007263	0.196207	0.21483937	298105.72	437
