Point	Row	Column	Pos_110
1	1	1	30.462675
2	1	2	30.472193
3	1	3	30.495695
4	1	4	30.530102
5	1	5	30.570475
6	1	6	30.611183
7	1	7	30.622593
8	1	8	30.652063
9	1	9	30.720577
10	1	10	30.777502
11	1	11	30.768486
12	2	1	30.351147
13	2	2	30.393412
14	2	3	30.445505
15	2	4	30.498026
16	2	5	30.555405
17	2	6	30.603895
18	2	7	30.666183
19	2	8	30.741814
20	2	9	30.76351
21	2	10	30.790094
22	2	11	30.781057
23	3	1	30.368612
24	3	2	30.398634
25	3	3	30.433811
26	3	4	30.491852
27	3	5	30.549973
28	3	6	30.586374
29	3	7	30.595882
30	3	8	30.669218
31	3	9	30.691282
32	3	10	30.690973
33	3	11	30.669382
34	4	1	30.443972
35	4	2	30.465845
36	4	3	30.524458
37	4	4	30.571661
38	4	5	30.603739
39	4	6	30.616295
40	4	7	30.605461
41	4	8	30.595327
42	4	9	30.595615
43	4	10	30.60421
44	4	11	30.621817
