Point	Row	Column	MaxInt_111
1	1	1	1092.9257
2	1	2	1480.8097
3	1	3	1754.3669
4	1	4	1977.8535
5	1	5	2119.6555
6	1	6	2242.4768
7	1	7	2227.9768
8	1	8	2193.8445
9	1	9	2174.9424
10	1	10	1887.2539
11	1	11	1651.8167
12	2	1	1847.1014
13	2	2	2160.2251
14	2	3	2178.907
15	2	4	2404.3525
16	2	5	2521.3262
17	2	6	2775.7212
18	2	7	2765.4297
19	2	8	2761.0466
20	2	9	2541.3875
21	2	10	2115.9907
22	2	11	1906.0681
23	3	1	1502.8887
24	3	2	1774.2384
25	3	3	1848.9529
26	3	4	2032.8403
27	3	5	2019.5669
28	3	6	1964.8689
29	3	7	2029.8347
30	3	8	2287.9468
31	3	9	2057.8877
32	3	10	1764.8567
33	3	11	1591.193
34	4	1	1013.9504
35	4	2	1086.3036
36	4	3	1014.2004
37	4	4	1046.8408
38	4	5	1230.8209
39	4	6	1038.5332
40	4	7	1082.95
41	4	8	1204.371
42	4	9	1155.3009
43	4	10	1044.505
44	4	11	966.99548
