Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.49151003	0.067664191	0	0.19958887	0.24123691	2.67739e-05	0.11229	351
2	0	1.5	0.49176872	0.067627653	0	0.19916232	0.24144131	2.731423e-05	0.1148868	351
3	0	3	0.4920274	0.067591116	0	0.19873577	0.24164572	2.4455425e-05	0.1174836	351
4	-4	0	0.49178293	0.061440229	0	0.21053438	0.23624244	2.4639927e-05	0.11925	351
5	-4	1.5	0.49183467	0.062218182	0	0.20990574	0.2360414	2.761691e-05	0.1222032	351
6	-4	3	0.49188644	0.062996127	0	0.20927709	0.23584034	2.7506936e-05	0.1251564	351
7	-8	0	0.49136201	0.067127474	0	0.21669823	0.22481231	2.7035036e-05	0.12593	351
8	-8	1.5	0.49146861	0.067316592	0	0.21663228	0.22458252	2.7379763e-05	0.1292108	351
9	-8	3	0.49157524	0.06750571	0	0.21656634	0.22435272	2.8540875e-05	0.1324916	351
10	-12	0	0.49253494	0.061221305	0	0.22789323	0.21835051	2.3274662e-05	0.12933999	351
11	-12	1.5	0.49226332	0.061992817	0	0.22787802	0.21786584	2.6414209e-05	0.133066	351
12	-12	3	0.49199173	0.062764324	0	0.22786278	0.21738116	-1.9593428e-05	0.136792	351
13	-16	0	0.4915944	0.064386763	0	0.23496731	0.20905153	2.7154114e-05	0.13308001	351
14	-16	1.5	0.49144974	0.064507701	0	0.23546162	0.20858094	2.761259e-05	0.1368852	351
15	-16	3	0.49130508	0.064628638	0	0.23595591	0.20811036	-0.00023110428	0.1406904	351
16	-20	0	0.49283427	0.06061466	0	0.24738818	0.19916289	2.2748884e-05	0.13384999	351
17	-20	1.5	0.49258056	0.061335709	0	0.24766392	0.19841979	2.1050546e-05	0.13783041	351
18	-20	3	0.49232686	0.062056746	0	0.24793965	0.19767673	2.0317044e-05	0.1418108	351
19	-24	0	0.48968619	0.06089592	0	0.25640655	0.19301134	2.6895703e-05	0.13226999	351
20	-24	1.5	0.48979068	0.061213754	0	0.25698099	0.19201458	2.6695781e-05	0.136356	351
21	-24	3	0.48989516	0.061531585	0	0.25755545	0.19101779	2.0907863e-05	0.140442	351
22	-28	0	0.49076533	0.06338767	0	0.26523	0.180617	2.6520638e-05	0.12875	351
23	-28	1.5	0.49052584	0.063560411	0	0.26589906	0.18001471	2.7332913e-05	0.1328312	351
24	-28	3	0.49028632	0.063733146	0	0.26656809	0.17941242	2.7140641e-05	0.13691241	351
25	-32	0	0.48742205	0.06396427	0	0.27293593	0.17567776	2.5890251e-05	0.12483	351
26	-32	1.5	0.4872705	0.063839577	0	0.27394402	0.17494589	2.6532258e-05	0.128484	351
27	-32	3	0.48711899	0.063714877	0	0.27495211	0.17421402	2.6105352e-05	0.132138	351
28	-36	0	0.48811948	0.059245221	0	0.27803126	0.17460403	2.4555497e-05	0.11811	351
29	-36	1.5	0.48788822	0.059672825	0	0.27937913	0.17305982	2.5094243e-05	0.1216572	351
30	-36	3	0.48765698	0.060100436	0	0.280727	0.1715156	2.4472502e-05	0.1252044	351
31	-40	0	0.479624	0.058969133	0	0.28300783	0.17839906	2.3353485e-05	0.11087	351
32	-40	1.5	0.47997734	0.059566073	0	0.28384236	0.17661424	2.3571445e-05	0.1143236	351
33	-40	3	0.48033068	0.060163014	0	0.28467691	0.17482942	2.3013796e-05	0.1177772	351
34	0	12.5	0.49366572	0.067359731	0	0.19603431	0.24294022	2.1567754e-05	0.13393	351
35	0	14	0.49362487	0.067355581	0	0.19632083	0.2426987	2.1378097e-05	0.1333192	351
36	0	15.5	0.49358398	0.067351431	0	0.19660738	0.2424572	1.6328202e-05	0.1327084	351
37	-4	12.5	0.49221414	0.067923121	0	0.20529573	0.23456699	2.199795e-05	0.14386	351
38	-4	14	0.49222076	0.067962401	0	0.20582917	0.23398766	2.2190448e-05	0.14330681	351
39	-4	15.5	0.49222735	0.06800168	0	0.20636265	0.23340832	2.0519356e-05	0.1427536	351
40	-8	12.5	0.49225053	0.068703458	0	0.21614872	0.22289731	2.4139687e-05	0.15327001	351
41	-8	14	0.49232557	0.068311542	0	0.21644272	0.22292018	2.3708426e-05	0.1527804	351
42	-8	15.5	0.49240062	0.067919627	0	0.2167367	0.22294305	2.3103777e-05	0.15229081	351
43	-12	12.5	0.49027145	0.067650571	0	0.22776631	0.21431167	2.4460913e-05	0.16039	351
44	-12	14	0.49028748	0.067893453	0	0.22788456	0.2139345	2.5081459e-05	0.15993521	351
45	-12	15.5	0.49030355	0.068136327	0	0.22800282	0.21355732	3.1019455e-05	0.15948039	351
46	-16	12.5	0.49038896	0.065394573	0	0.23908649	0.20512997	0.00017920989	0.16479	351
47	-16	14	0.49038622	0.065409973	0	0.23936868	0.20483515	1.3220647e-06	0.16449	351
48	-16	15.5	0.49038345	0.065425374	0	0.23965086	0.20454031	1.8348279e-05	0.16418999	351
49	-20	12.5	0.49072009	0.066623352	0	0.24968596	0.1929706	1.5871341e-06	0.16701999	351
50	-20	14	0.49066693	0.066657908	0	0.24988663	0.19278854	1.5118976e-05	0.166876	351
51	-20	15.5	0.49061379	0.066692464	0	0.25008729	0.19260648	2.0709296e-05	0.166732	351
52	-24	12.5	0.4905569	0.063544534	0	0.26119363	0.18470493	2.3130562e-05	0.16632	351
53	-24	14	0.49033588	0.06391231	0	0.26134771	0.1844041	2.2106406e-06	0.1663668	351
54	-24	15.5	0.49011487	0.064280078	0	0.26150179	0.18410328	2.0597448e-05	0.16641361	351
55	-28	12.5	0.48876947	0.064827159	0	0.27080545	0.17559794	1.6391155e-05	0.16276	351
56	-28	14	0.48901343	0.064892367	0	0.27102351	0.17507067	1.8271734e-05	0.16294239	351
57	-28	15.5	0.48925745	0.064957581	0	0.27124161	0.17454338	2.4966723e-05	0.1631248	351
58	-32	12.5	0.48615932	0.06292513	0	0.28133669	0.16957884	2.1260061e-05	0.15527999	351
59	-32	14	0.486637	0.06325236	0	0.28131235	0.1687983	-3.0175401e-05	0.1556844	351
60	-32	15.5	0.48711464	0.063579597	0	0.28128803	0.16801775	-1.4247288e-05	0.1560888	351
61	-36	12.5	0.48619232	0.062808618	0	0.28926352	0.16173555	2.3515027e-05	0.14767	351
62	-36	14	0.48656103	0.062515095	0	0.28956819	0.1613557	2.2703272e-05	0.1480456	351
63	-36	15.5	0.48692971	0.062221561	0	0.28987285	0.16097587	1.89524e-05	0.1484212	351
64	-40	12.5	0.48256847	0.063943632	0	0.28996226	0.16352564	2.2678072e-05	0.13965	351
65	-40	14	0.48284274	0.063624963	0	0.29033634	0.16319595	2.2962404e-05	0.1400364	351
66	-40	15.5	0.48311704	0.063306287	0	0.29071042	0.16286625	2.2277687e-05	0.14042281	351
67	0	25	0.4933252	0.067325138	0	0.19842206	0.24092761	1.8606026e-05	0.12884	351
68	0	26.5	0.49322346	0.066557087	0	0.19880439	0.24141507	1.8551737e-05	0.1254632	351
69	0	28	0.49312168	0.065789036	0	0.19918674	0.24190255	-0.00052099407	0.1220864	351
70	-4	25	0.49226916	0.068250448	0	0.20974119	0.22973922	2.0355734e-05	0.13925	351
71	-4	26.5	0.49179676	0.067855857	0	0.20998605	0.23036133	1.915927e-05	0.1354316	351
72	-4	28	0.49132439	0.06746126	0	0.21023089	0.23098345	1.8834886e-05	0.13161319	351
73	-8	25	0.49287593	0.065437496	0	0.21859865	0.22308792	2.3286799e-05	0.14918999	351
74	-8	26.5	0.49230328	0.065407783	0	0.21880542	0.22348353	2.3102852e-05	0.1451136	351
75	-8	28	0.49173063	0.06537807	0	0.21901219	0.2238791	2.2197222e-05	0.1410372	351
76	-12	25	0.4904052	0.069674537	0	0.22875175	0.21116851	2.4517893e-05	0.1566	351
77	-12	26.5	0.49006474	0.068773985	0	0.22920619	0.21195509	2.4324529e-05	0.15222719	351
78	-12	28	0.48972431	0.067873433	0	0.2296606	0.21274166	2.3144141e-05	0.1478544	351
79	-16	25	0.49036595	0.065522887	0	0.24143806	0.20267311	2.3134411e-05	0.16229001	351
80	-16	26.5	0.49021992	0.065423399	0	0.24123718	0.2031195	2.4036592e-05	0.15797959	351
81	-16	28	0.49007389	0.065323904	0	0.2410363	0.2035659	2.3459024e-05	0.15366919	351
82	-20	25	0.49027705	0.066911325	0	0.25135818	0.19145344	2.4680661e-05	0.16582	351
83	-20	26.5	0.4901942	0.066337712	0	0.25121239	0.19225569	2.3399889e-05	0.1612996	351
84	-20	28	0.49011132	0.065764107	0	0.25106665	0.19305794	2.343027e-05	0.1567792	351
85	-24	25	0.48871496	0.066609301	0	0.26247767	0.18219806	2.53202e-05	0.16671	351
86	-24	26.5	0.48887005	0.066144429	0	0.26218608	0.18279946	-4.490784e-05	0.162312	351
87	-24	28	0.48902512	0.065679565	0	0.26189446	0.18340085	2.4233728e-05	0.157914	351
88	-28	25	0.49080274	0.065370582	0	0.2726227	0.17120397	2.4944755e-05	0.16428	351
89	-28	26.5	0.49040711	0.065120585	0	0.2721639	0.1723084	2.2832532e-05	0.1600164	351
90	-28	28	0.49001145	0.064870588	0	0.27170515	0.17341283	2.4389512e-05	0.15575279	351
91	-32	25	0.49013975	0.06565208	0	0.28113386	0.16307433	2.4115196e-05	0.15865	351
92	-32	26.5	0.48992854	0.065281443	0	0.28072324	0.16406675	2.1609909e-05	0.154792	351
93	-32	28	0.48971733	0.064910814	0	0.28031266	0.16505919	0.00057181437	0.150934	351
94	-36	25	0.48926482	0.060362551	0	0.29180241	0.15857023	2.4497556e-05	0.1508	351
95	-36	26.5	0.48937058	0.060353022	0	0.29084304	0.15943336	2.5263796e-05	0.14737161	351
96	-36	28	0.48947632	0.060343493	0	0.2898837	0.16029648	2.479698e-05	0.14394321	351
97	-40	25	0.48485416	0.061288033	0	0.29307961	0.16077818	2.4397779e-05	0.14286999	351
98	-40	26.5	0.48451787	0.061058909	0	0.29250467	0.16191857	2.4774281e-05	0.13968641	351
99	-40	28	0.48418155	0.060829785	0	0.29192969	0.16305895	2.442109e-05	0.1365028	351
100	0	37.5	0.49247715	0.060924705	0	0.20160832	0.24498983	1.8784474e-05	0.1007	351
101	0	39	0.49237537	0.060156655	0	0.20199066	0.2454773	1.9121908e-05	0.097323202	351
102	0	40.5	0.4922736	0.059388604	0	0.20237303	0.24596477	2.0006901e-05	0.093946397	351
103	-4	37.5	0.48833266	0.064962186	0	0.21178156	0.23492359	1.6036618e-05	0.10743	351
104	-4	39	0.48786029	0.064567596	0	0.2120264	0.23554571	1.6123884e-05	0.1036116	351
105	-4	40.5	0.4873879	0.064173006	0	0.21227126	0.23616785	1.5630587e-05	0.099793203	351
106	-8	37.5	0.48810387	0.065189891	0	0.22032171	0.22638452	1.7845527e-05	0.11522	351
107	-8	39	0.48753124	0.065160178	0	0.22052847	0.22678012	1.74098e-05	0.1111436	351
108	-8	40.5	0.48695856	0.065130465	0	0.22073524	0.22717571	1.6920492e-05	0.1070672	351
109	-12	37.5	0.48756817	0.062169932	0	0.23253863	0.2177233	1.7612405e-05	0.12016	351
110	-12	39	0.48722771	0.06126938	0	0.23299305	0.21850987	1.6774966e-05	0.1157872	351
111	-12	40.5	0.48688728	0.060368828	0	0.23344746	0.21929644	1.6400363e-05	0.1114144	351
112	-16	37.5	0.48914909	0.064693801	0	0.23976403	0.20639306	1.8098575e-05	0.12637	351
113	-16	39	0.48900306	0.064594306	0	0.23956317	0.20683947	1.7155864e-05	0.1220596	351
114	-16	40.5	0.48885703	0.064494818	0	0.23936228	0.20728587	1.6899559e-05	0.1177492	351
115	-20	37.5	0.48958641	0.062131248	0	0.25014344	0.19813891	1.9297433e-05	0.12815	351
116	-20	39	0.4895035	0.061557636	0	0.24999769	0.19894116	1.8362314e-05	0.1236296	351
117	-20	40.5	0.48942062	0.060984027	0	0.24985194	0.1997434	1.7462993e-05	0.1191092	351
118	-24	37.5	0.49000719	0.062735431	0	0.2600477	0.1872097	2.0203328e-05	0.13006	351
119	-24	39	0.49016225	0.062270567	0	0.25975609	0.18781109	1.9710245e-05	0.125662	351
