Point	Row	Column	Norm_d
1	1	1	0.53435439
2	1	2	0.55718702
3	1	3	0.56526625
4	1	4	0.54411972
5	1	5	0.48018828
6	1	6	0.39883378
7	1	7	0.31452858
8	1	8	0.21181677
9	1	9	0.10369538
10	1	10	0
11	1	11	-0.101658
12	2	1	0.91709989
13	2	2	0.98545736
14	2	3	1
15	2	4	0.97723758
16	2	5	0.91520303
17	2	6	0.80715191
18	2	7	0.67451173
19	2	8	0.52536184
20	2	9	0.3746663
21	2	10	0.22347899
22	2	11	0.091119856
23	3	1	0.83469158
24	3	2	0.89932555
25	3	3	0.94478011
26	3	4	0.92538989
27	3	5	0.86384714
28	3	6	0.78895605
29	3	7	0.66601098
30	3	8	0.5304904
31	3	9	0.39489955
32	3	10	0.251932
33	3	11	0.117957
34	4	1	0.37115356
35	4	2	0.41421947
36	4	3	0.44548264
37	4	4	0.45777714
38	4	5	0.43297738
39	4	6	0.3845019
40	4	7	0.32569903
41	4	8	0.2326823
42	4	9	0.14345932
43	4	10	0.053252775
44	4	11	-0.04404946
