Point	Row	Column	MaxInt_110
1	1	1	2772.8845
2	1	2	2787.0298
3	1	3	2351.1467
4	1	4	2167.8936
5	1	5	
6	1	6	
7	1	7	
8	1	8	542.48663
9	1	9	
10	1	10	
11	1	11	
12	2	1	3405.8767
13	2	2	3601.5442
14	2	3	3174.9067
15	2	4	2514.5771
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	
22	2	11	
23	3	1	3137.9138
24	3	2	3273.1704
25	3	3	3191.1626
26	3	4	2735.0798
27	3	5	2352.9011
28	3	6	1538.3524
29	3	7	1461.2964
30	3	8	1626.1365
31	3	9	1837.6246
32	3	10	1840.2478
33	3	11	1927.9714
34	4	1	3049.6423
35	4	2	2967.9207
36	4	3	3055.6902
37	4	4	2616.5879
38	4	5	2361.3435
39	4	6	2385.1521
40	4	7	2233.7112
41	4	8	2069.158
42	4	9	1897.1923
43	4	10	1753.3883
44	4	11	1806.7277
