FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.59544Co0.0Fe0.0Y0.14312Zr0.85688O3,01344,1,1,1,0.067419998,5.402,44.144001,0.8899996953551527,2.1499992640602,1.4899994899766038,137.32695299330004,1.3142568000000001,1.58578,0.8857615999999999,90.89222637200001,0.5954402038177415,0.6771885793972324,1.3557992054762957,1.6821676283738243,1.5108767655360742,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.63532Co0.0Fe0.0Y0.14463Zr0.85537O3,01344,2,1,2,0.071110003,9.397999800000001,44.144001,0.8899989363051929,2.149997430400185,1.4899982192075703,137.32683587189126,1.3140907000000002,1.5861575,0.8860334000000001,90.8887259655,0.635320759311677,0.6772735978613902,1.35547537391475,1.681650171661215,1.5109336654583372,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.64523Co0.0Fe0.0Y0.13145Zr0.86855O3,01344,3,1,3,0.072690003,13.39599,44.144001,0.890006026346829,2.1500145580288565,1.4900100890525565,137.32792986531572,1.3155405,1.5828625,0.883661,90.9192791825,0.6452256310635552,0.6765325935209361,1.3583078492470801,1.6861783976576497,1.510437952215402,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.65232Co0.0Fe0.0Y0.16058Zr0.83942O3,01344,4,1,4,0.07597999999999999,17.39599,44.144001,0.8900042552897653,2.1500102796325793,1.4900071240244386,137.3276565912108,1.3123362,1.5901450000000001,0.8889044,90.85175147300001,0.6523168811265753,0.6781831174738343,1.3520844197432178,1.6762287643355556,1.5115576129759352,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.6418Co0.0Fe0.0Y0.13637Zr0.86363O3,01344,5,1,5,0.078649998,21.391991,44.144001,0.8899969132452996,2.149992543233027,1.4899948322870746,137.32652371374974,1.3149993000000002,1.5840925,0.8845466,90.9078738845,0.6418022259393682,0.6768040965841575,1.3572392667934652,1.6844729630830921,1.510611983822495,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.65152Co0.0Fe0.0Y0.13889Zr0.86111O3,01344,6,1,6,0.079350002,25.389999,44.144001,0.8899947072704374,2.1499872141926293,1.489991139138148,137.32618333182847,1.3147221000000002,1.5847225000000003,0.8850002000000001,90.90203214650002,0.6515238745389568,0.6769451181131262,1.3566963390704865,1.6836054264599576,1.5107053174621017,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.62329Co0.0Fe0.0Y0.14246Zr0.85754O3,01344,7,1,7,0.079060003,29.38802,44.144001,0.8900030871957266,2.1500074578323733,1.4900051684512727,137.32747635430061,1.3143294,1.5856149999999998,0.8856428,90.893756351,0.6232878379645508,0.677153753994795,1.355945458281092,1.6823996858002717,1.5108570914815072,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.64923Co0.0Fe0.0Y0.13732Zr0.86268O3,01344,8,1,8,0.077140003,33.388008,44.144001,0.8899936523720187,2.1499846658425166,1.4899893730722558,137.32602056100248,1.3148948,1.58433,0.8847176,90.90567164200002,0.6492346304493334,0.6768554049890673,1.3570308369105657,1.68414121418208,1.5106430443835526,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.63568Co0.0Fe0.0Y0.14136Zr0.85864O3,01344,9,1,9,0.074210003,37.384009999999996,44.144001,0.8899962824225603,2.1499910193353986,1.4899937761905784,137.32642637780106,1.3144504000000001,1.58534,0.8854447999999999,90.89630631600001,0.635682655280335,0.6770862426018968,1.356170297434871,1.6827630318576363,1.5108031551951875,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.62159Co0.0Fe0.0Y0.13751Zr0.86249O3,01344,10,1,10,0.070699997,41.381989000000004,44.144001,0.8899994845636161,2.1499987548446904,1.4899991370784136,137.32692046816598,1.3148739,1.5843775,0.8847518,90.9052311935,0.621590359989087,0.6768705991986121,1.3569990452683722,1.6840871497276566,1.5106602630584947,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.8,800,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
