FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba0.86844Co0.71611Fe0.02681Y0.04658Zr0.21049O3,01505,31,3,9,4.1010528,0.39493999,0.51461202,0.41711369,0.64935839,7471.9424,3266.8579,361.26193,30.796661,37.934447999999996,44.134945,235.51398999999998,120.75200000000001,0.8899950084764945,2.1499879418252394,1.4899916434044682,137.32622980792308,1.7321284,1.4143860000000004,0.8025313083333334,67.04282897445,0.8684448706325675,0.5138158397936865,1.5200857063243265,1.856614973064199,2.0483358460344516,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87811Co0.72273Fe0.02609Y0.04227Zr0.20891O3,01505,32,3,10,4.1005549,0.37527999,0.50605202,0.42203167,0.90076399,7179.7437,2950.4578,320.30896,30.800490999999997,37.933071000000005,44.136581,239.51398999999998,120.75200000000001,0.8899965430158817,2.1499916488585904,1.4899942124647907,137.32646658735055,1.7358968,1.4121080000000001,0.801162675,66.86544019185,0.8781134108136126,0.51270129826605,1.5225405201716797,1.8597898516238174,2.053773461945874,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.8698Co0.72362Fe0.02982Y0.04329Zr0.20327O3,01505,33,3,11,4.099636100000001,0.34691,0.48991102,0.43797928,0.8043045999999999,7317.1162,2412.8718,400.7012,30.807565999999998,37.938103000000005,44.148983,243.50999,120.75200000000001,0.8900016208231164,2.150003915471573,1.4900027135128577,137.32725009300685,1.7381391,1.4116255000000002,0.8012367166666667,66.7023731924,0.8697984159669897,0.5120428053330809,1.523069621136465,1.8596285997871136,2.0588060592220994,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87712Co0.66328Fe0.03217Y0.05739Zr0.24716O3,01505,34,4,1,4.1096549,0.2412,0.5032177,0.49832183,0.64330173,5572.0181,1374.8519,540.43475,30.730608,37.839088000000004,44.046494,203.53,108.25399999999999,0.8900009754976481,2.1500023565392623,1.490001633136512,137.3271505192871,1.7045760999999997,1.426866,0.8092882583333334,68.5349738011,0.8771190386207198,0.52212451852261,1.5068004679761535,1.8411259743284243,2.003752871020766,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.86038Co0.66496Fe0.03261Y0.05898Zr0.24345O3,01505,35,4,2,4.1073761,0.25931001,0.50750941,0.45423448,0.74896687,5846.8691,1736.4567,388.67642,30.748077000000002,37.869663,44.099987,207.528,108.25399999999999,0.8899978420581901,2.149994786994504,1.4899963872659587,137.32666702957872,1.7055451999999998,1.4268615,0.8094171583333334,68.46147263019999,0.860382086128625,0.5218260073425144,1.5067999150544773,1.8408262932478507,2.0058970652203096,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.86609Co0.66706Fe0.03254Y0.0652Zr0.2352O3,01505,36,4,3,4.1057844,0.28007001,0.51163572,0.44711947,0.80327255,5982.7954,1904.9331,354.75821,30.760292,37.883213,44.118717,211.52598999999998,108.25399999999999,0.889998642682464,2.1499967210868514,1.489997727636934,137.3267905659042,1.705981,1.428007,0.8103447833333334,68.3817195767,0.8660913208549861,0.5216931740051407,1.5055925643829837,1.8387207004750064,2.0082383335194187,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.8582Co0.67025Fe0.03249Y0.06378Zr0.23348O3,01505,37,4,4,4.1034226,0.29639,0.50689542,0.46082506,0.66688484,6442.6655,1956.3463,374.27142000000003,30.778434999999998,37.903843,44.132565,215.52598999999998,108.25399999999999,0.8900047662684367,2.150011514019257,1.4900079794831131,137.32773543521978,1.7078666999999998,1.4270215,0.8097971416666667,68.28377263175,0.858195404056554,0.5211207445337723,1.5066426918019504,1.8399768322428072,2.0111328086076825,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.86132Co0.67439Fe0.03359Y0.06259Zr0.22943O3,01505,38,4,5,4.1016846,0.30737001,0.52849394,0.44209874,0.73975205,5944.396,2382.8325,330.36914,30.7918,37.92099,44.18045,219.52199,108.25399999999999,0.8899968239941565,2.149992327626333,1.4899946828666215,137.32650994229834,1.7108246,1.425731,0.8091951916666666,68.11393039755,0.8613230736709159,0.5202151196529186,1.5079929717641916,1.8413291356783024,2.0161295808476476,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87394Co0.69148Fe0.03309Y0.05445Zr0.22098O3,01505,39,4,6,4.1028466,0.3075,0.52709639,0.41881618,0.8868404000000001,5801.3643,2580.554,327.27859,30.782861999999998,37.907356,44.177063000000004,223.52199,108.25399999999999,0.8899997854464048,2.149999481696371,1.4899996408035314,137.32696689438026,1.7208695,1.420353,0.8061671583333334,67.5986397811,0.8739402106820385,0.5171802890610849,1.5137078470608158,1.8482514766341394,2.031504884404134,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87631Co0.68996Fe0.03306Y0.05767Zr0.21931O3,01505,40,4,7,4.1012926,0.30914,0.51376903,0.40789956,0.57571042,6021.7407,2439.9302,331.60535,30.794815000000003,37.917625,44.146763,227.51799,108.25399999999999,0.8900012147253715,2.150002934448931,1.4900020336413522,137.32718743212482,1.7196643,1.4214665000000002,0.8068863166666669,67.64131873170001,0.8763088039611939,0.5175435779677298,1.512524519184188,1.8466071401442385,2.030226346958647,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87529Co0.69501Fe0.03664Y0.05269Zr0.21566O3,01505,41,4,8,4.0997758,0.30309999,0.52055305,0.45768565,0.8229511999999999,5819.6689,2184.7915,335.18896,30.806492,37.939777,44.159237,231.51597999999998,108.25399999999999,0.889998722717539,2.1499969144300097,1.4899978616282394,137.32680291531628,1.7247796,1.4186745000000003,0.8055001500000001,67.36313773345,0.8752912561732245,0.5160072178019377,1.5154969758249757,1.8497797444584452,2.0386046068505053,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.87338Co0.71063Fe0.03402Y0.05175Zr0.2036O3,01505,42,4,9,4.099029499999999,0.29174,0.51466674,0.45351917,0.80402368,5910.1548,1895.2297,412.58255,30.812240999999997,37.9426,44.133965,235.51398999999998,108.25399999999999,0.889998380604325,2.1499960879767404,1.4899972888769037,137.32675012724735,1.7321639999999998,1.4157085,0.8039187666666667,66.95362740035,0.873381589157717,0.5138072264544957,1.5186714553008196,1.853417721612549,2.0510725924691195,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.88532Co0.71214Fe0.03613Y0.04631Zr0.20542O3,01505,43,4,10,4.0995493,0.27706999,0.48623043,0.47342137,0.75487959,6164.6646,1674.6232,450.07343,30.808234999999996,37.937206,44.183113,239.51199,108.25399999999999,0.8899997819088357,2.149999473150558,1.4899996348810844,137.32696634853335,1.7346479000000001,1.41373,0.8027853250000001,66.8428293308,0.885320216944401,0.5130722966365887,1.5207992142421525,1.8560374591813624,2.054475666625552,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
Ba0.88256Co0.71663Fe0.03834Y0.04121Zr0.20382O3,01505,44,4,11,4.098289,0.25736001,0.45925704,0.48824552,0.62787122,6159.5762,1158.6221,760.34772,30.817945,37.955681,44.187965000000005,243.50999,108.25399999999999,0.8900029415911969,2.1500071060910932,1.4900049246863856,137.32745388752167,1.7387833999999995,1.4112255,0.8014391666666667,66.63147859135,0.8825570830088246,0.5118538292873035,1.5235035832977035,1.8591616016017671,2.0609996474751697,6_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,20,850,N,250.0,20,50.0,SiO2,0,0,160,0,20,52,0,77.33333333333333,0,0,240,0,120,0,0
