Point	Row	Column	Pos_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	43.147747
6	1	6	43.114731
7	1	7	43.145939
8	1	8	43.155067
9	1	9	43.12804
10	1	10	
11	1	11	
12	2	1	43.120884
13	2	2	43.104847
14	2	3	43.096352
15	2	4	43.078995
16	2	5	43.098198
17	2	6	43.029598
18	2	7	43.031242
19	2	8	43.014301
20	2	9	43.043377
21	2	10	43.087231
22	2	11	43.101582
23	3	1	43.082321
24	3	2	43.091457
25	3	3	43.117264
26	3	4	43.04948
27	3	5	43.072392
28	3	6	43.135006
29	3	7	43.166229
30	3	8	43.179398
31	3	9	43.154869
32	3	10	43.187012
33	3	11	43.202137
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	43.114914
41	4	8	
42	4	9	
43	4	10	
44	4	11	
