Point	Row	Column	FWHM_110
1	1	1	0.61007428
2	1	2	0.59886378
3	1	3	0.57582676
4	1	4	0.59392011
5	1	5	0.57492948
6	1	6	0.54908073
7	1	7	0.54982269
8	1	8	0.55102628
9	1	9	0.55789137
10	1	10	0.58172393
11	1	11	0.61110574
12	2	1	0.52406555
13	2	2	0.51799154
14	2	3	0.52250534
15	2	4	0.50707567
16	2	5	0.49528745
17	2	6	0.55072534
18	2	7	0.71441901
19	2	8	0.6775642
20	2	9	0.54511565
21	2	10	0.51126426
22	2	11	0.52525115
23	3	1	0.53478092
24	3	2	0.52554983
25	3	3	0.53351402
26	3	4	0.52300465
27	3	5	0.53103244
28	3	6	0.52646649
29	3	7	0.53351414
30	3	8	0.53256965
31	3	9	0.5413478
32	3	10	0.54255956
33	3	11	0.52683157
34	4	1	0.5207783
35	4	2	0.53528827
36	4	3	0.52598506
37	4	4	0.53941244
38	4	5	0.53863525
39	4	6	0.536098
40	4	7	0.54218268
41	4	8	0.53691161
42	4	9	0.54121351
43	4	10	0.53656346
44	4	11	0.52426493
