Point	Row	Column	FWHM_111
1	1	1	0.34378758
2	1	2	0.35301882
3	1	3	0.37421638
4	1	4	0.37265217
5	1	5	0.37165695
6	1	6	0.36764804
7	1	7	0.41840547
8	1	8	0.423565
9	1	9	0.38546228
10	1	10	0.37123582
11	1	11	0.34675902
12	2	1	0.41585869
13	2	2	0.48422459
14	2	3	0.47523835
15	2	4	0.52455306
16	2	5	0.72351408
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	0.55949169
22	2	11	0.50327402
23	3	1	0.42432481
24	3	2	0.43558323
25	3	3	0.44443876
26	3	4	0.47237274
27	3	5	0.50424099
28	3	6	0.49031216
29	3	7	0.47615167
30	3	8	0.46930417
31	3	9	0.44737706
32	3	10	0.44163597
33	3	11	0.41093031
34	4	1	0.39894041
35	4	2	0.43633151
36	4	3	0.4406153
37	4	4	0.4689554
38	4	5	0.43608257
39	4	6	0.44885895
40	4	7	0.42187384
41	4	8	0.44867548
42	4	9	0.46837494
43	4	10	0.4008165
44	4	11	0.42026353
