Point	Row	Column	Pos_110
1	1	1	30.177792
2	1	2	30.163658
3	1	3	30.159361
4	1	4	30.158022
5	1	5	30.151058
6	1	6	30.150854
7	1	7	30.154749
8	1	8	30.16437
9	1	9	30.160795
10	1	10	30.175896
11	1	11	30.190262
12	2	1	30.157724
13	2	2	30.156239
14	2	3	30.15987
15	2	4	30.14855
16	2	5	30.14669
17	2	6	30.208967
18	2	7	30.140345
19	2	8	30.163702
20	2	9	30.169699
21	2	10	30.16992
22	2	11	30.181679
23	3	1	30.16276
24	3	2	30.151571
25	3	3	30.147654
26	3	4	30.140747
27	3	5	30.13201
28	3	6	30.13489
29	3	7	30.146782
30	3	8	30.159966
31	3	9	30.155485
32	3	10	30.147572
33	3	11	30.164095
34	4	1	30.160677
35	4	2	30.151537
36	4	3	30.143913
37	4	4	30.141426
38	4	5	30.139765
39	4	6	30.131882
40	4	7	30.131958
41	4	8	30.135084
42	4	9	30.139174
43	4	10	30.145184
44	4	11	30.151943
