Point	Row	Column	FWHM_110
1	1	1	0.82446426
2	1	2	0.80534953
3	1	3	0.79095685
4	1	4	0.75173658
5	1	5	0.7164191
6	1	6	0.71322858
7	1	7	0.75617057
8	1	8	0.77172863
9	1	9	0.77784234
10	1	10	0.81248689
11	1	11	0.84429449
12	2	1	0.78733653
13	2	2	0.774777
14	2	3	0.73818773
15	2	4	0.68167657
16	2	5	0.67272925
17	2	6	0.84267306
18	2	7	0.62972438
19	2	8	0.69275802
20	2	9	0.72950953
21	2	10	0.75952947
22	2	11	0.80252397
23	3	1	0.80946809
24	3	2	0.78526968
25	3	3	0.7333324
26	3	4	0.69284505
27	3	5	0.65981513
28	3	6	0.6275143
29	3	7	0.67859876
30	3	8	0.7168988
31	3	9	0.75579596
32	3	10	0.76631325
33	3	11	0.803496
34	4	1	0.82324201
35	4	2	0.807666
36	4	3	0.78342324
37	4	4	0.76878685
38	4	5	0.76494789
39	4	6	0.76754725
40	4	7	0.76865464
41	4	8	0.78262132
42	4	9	0.7913866
43	4	10	0.80040115
44	4	11	0.82724589
