FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.91246Co0.0Fe0.3919Y0.16029Zr0.4478O3,01030,1,1,1,,0.080260001,,,,,,,,5.4000001,44.141998,0.8900040234537855,2.1500097195793693,1.4900067358945397,137.32762081891912,1.5083048000000001,1.531272,0.8859043500000001,76.9864813965,0.9124558750291635,0.5900690785136966,1.404067807404151,1.6819047517878645,1.7837887682078477,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.90528Co0.0Fe0.41531Y0.15345Zr0.43125O3,01030,2,1,2,,0.083269998,,,,,,,,9.397999800000001,44.141998,0.8900009356344679,2.1500022602405684,1.4900015663992778,137.3271443683984,1.5207888,1.5260815,0.884514775,76.1759396325,0.9052790483030553,0.5852232312826527,1.4088384272010166,1.6845411840625024,1.8027627231237802,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.90401Co0.0Fe0.42124Y0.1506Zr0.42816O3,01030,3,1,3,,0.08681999900000001,,,,,,,,13.39599,44.141998,0.8900017859945002,2.150004314481096,1.490002990035736,137.32727557895137,1.524054,1.524464,0.8839486999999999,75.97183665,0.9040081858947774,0.5839699813750039,1.410334592670667,1.6856215638257472,1.8076076824575673,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.93486Co0.0Fe0.45011Y0.14126Zr0.40863O3,01030,4,1,4,,0.088359997,,,,,,,,17.393998999999997,44.141998,0.889998067387795,2.1499953313300666,1.4899967645031624,137.32670179793678,1.5395164000000001,1.5177985,0.8820509750000001,74.972096441,0.9348620300289542,0.5781023621364442,1.4165222401590636,1.6892411059385342,1.8317041715114277,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.92665Co0.0Fe0.46689Y0.13619Zr0.39692O3,01030,5,1,5,,0.088909999,,,,,,,,21.391991,44.141998,0.8900011344508495,2.150002740527333,1.4900018992491748,137.32717504576607,1.5484641000000003,1.514014,0.881012525,74.39018984149999,0.9266488188342251,0.5747638156098351,1.4200679389538888,1.691238043692029,1.8460387765962587,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.95185Co0.0Fe0.49915Y0.12443Zr0.37641O3,01030,6,1,6,,0.08845,,,,,,,,25.389999,44.141998,0.8899991631395439,2.149997978370808,1.4899985989639553,137.3268708724316,1.5658744,1.5062195,0.8786451750000001,73.27521250550001,0.951850895018398,0.5683719991460003,1.427413453597439,1.6957910216304952,1.8741244982690963,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.94989Co0.0Fe0.5228Y0.10868Zr0.36852O3,01030,7,1,7,,0.08626999699999999,,,,,,,,29.38802,44.141998,0.8900011870156288,2.150002867509665,1.4900019872508843,137.32718315651152,1.5794452,1.49875,0.8756414000000001,72.475922258,0.9498887331092452,0.5634897538804314,1.434530687245815,1.701612083726151,1.8947973185860791,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.96077Co0.0Fe0.54707Y0.10247Zr0.35046O3,01030,8,1,8,4.1467867,0.08245000200000001,0.50599718,0.71539944,961.5056800000001,243.27437,4.8273883,30.448736,43.580605,33.386009,44.141998,0.8899984364387563,2.1499962228576694,1.4899973823525245,137.3267587425001,1.5922633,1.493557,0.874341575,71.63166963949999,0.9607716878936801,0.5589517992650815,1.4395140077396908,1.7041364896236628,1.9171235213924671,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.96759Co0.0Fe0.57421Y0.08738Zr0.3384O3,01030,9,1,9,4.1409006,0.078510001,0.52691185,,1060.8457,,6.2427487,30.493071,,37.384009999999996,44.141998,0.8899988469838765,2.149997214623971,1.489998069669636,137.32682208961214,1.6074799,1.485698,0.871413225,70.705552223,0.967591253537434,0.5536609490320076,1.447129372607334,1.7098639622661638,1.9422353375657637,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.94978Co0.0Fe0.59632Y0.08564Zr0.31804O3,01030,10,1,10,4.1388087,0.073760003,0.56229186,,1010.5936,,6.0245481,30.508856,,41.381989000000004,44.141998,0.8900007943293294,2.1500019188854584,1.490001329832248,137.32712256501551,1.6187396,1.4819619999999998,0.8709427999999999,69.928268354,0.9497791523174863,0.5498109728886161,1.4507807345164443,1.7107912595778372,1.9638284458842918,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.79397Co0.0Fe0.56031Y0.14088Zr0.2988O3,01030,11,1,11,4.1364655,0.07287000099999999,0.52789313,,879.1759599999999,,5.123940900000001,30.526558,,45.381989000000004,44.141998,0.8900052045123414,2.150012572698353,1.490008713172347,137.32780305625428,1.5946449000000003,1.5011580000000002,0.8811474750000001,71.073299298,0.7939653570758431,0.5581212497605839,1.4322360289179106,1.6909867592508812,1.9321996363283882,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.89689Co0.0Fe0.37381Y0.17343Zr0.45276O3,01030,12,2,1,,0.096210003,,,,,,,,5.4000001,31.643998999999997,0.8899991974722066,2.149998061309263,1.4899986564422334,137.32687616996148,1.4978277,1.537286,0.888413825,77.5969392555,0.8968908087413502,0.5941933090649923,1.3985673851900449,1.677144833312599,1.769746042660154,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
Ba0.88594Co0.0Fe0.39377Y0.15678Zr0.44945O3,01030,13,2,2,,0.10086,,,,,,,,9.397999800000001,31.643998999999997,0.8900037580404456,2.1500090784123125,1.4900062915508585,137.32757986564076,1.5096392,1.5301295000000001,0.885267125,76.929371613,0.8859362591187706,0.5895473289514777,1.405115762039953,1.6831149033698258,1.785112460770891,18_Feb_2016,Pulsed Laser Deposition,BZYF631/ BZF19,425.0,18.4,800,Y,100.0,10,50.0,SiO2,0,0,100,0,0,66,0,83.0,0,0,90,0,0,270,0
