Point	Row	Column	Zr_at
1	1	1	0.20486388
2	1	2	0.20206392
3	1	3	0.19569583
4	1	4	0.18884647
5	1	5	0.18191725
6	1	6	0.17405957
7	1	7	0.16723706
8	1	8	0.16058636
9	1	9	0.15373804
10	1	10	0.14632136
11	1	11	0.13685766
12	2	1	0.22425354
13	2	2	0.21991622
14	2	3	0.21461767
15	2	4	0.20555761
16	2	5	0.19889252
17	2	6	0.19002022
18	2	7	0.18053748
19	2	8	0.17479604
20	2	9	0.16474968
21	2	10	0.15999845
22	2	11	0.14925711
23	3	1	0.2372981
24	3	2	0.23149957
25	3	3	0.22448802
26	3	4	0.21765074
27	3	5	0.20765732
28	3	6	0.19984968
29	3	7	0.19168186
30	3	8	0.18290377
31	3	9	0.1729781
32	3	10	0.16474515
33	3	11	0.15574032
34	4	1	0.24146643
35	4	2	0.23484997
36	4	3	0.23009859
37	4	4	0.22160245
38	4	5	0.2130653
39	4	6	0.20567311
40	4	7	0.19674711
41	4	8	0.18764378
42	4	9	0.17842045
43	4	10	0.16973247
44	4	11	0.15995516
