1,0.000031304661190026806
2,0.000025567660474923106
3,7.96151725288167e-12
4,0.00003197087512860033
5,0.000026307568017818898
6,9.797857144398263e-13
7,0.000028161671595981478
8,0.000025402011206282896
9,3.4072266198369874e-11
10,0.000026234814529676397
11,0.00002391779546169536
12,
13,0.000024278198941888527
14,0.000022666441394724556
15,2.3588659068858174e-12
16,0.00002378150550261418
17,0.000021956608136358787
18,
19,0.00002269839265913241
20,0.000021190695495752907
21,3.4362138880182143e-12
22,0.000023333011941468486
23,0.00002034467785289224
24,2.4303651058785144e-12
25,0.000023963284891799646
26,
27,6.249180151104961e-6
28,0.000025624349188939513
29,0.00002178729399549116
30,6.764770388678798e-12
31,0.000027513319459773097
32,0.00002501303449159839
33,8.675151375850546e-13
34,0.000014002093126016087
35,0.000015129880007427665
36,0.000015646811249025864
37,0.000016193082832129033
38,0.000017565045791019118
39,0.00001510970531069198
40,0.000015219945424623654
41,0.000015634706030692806
42,0.000016064051407802244
43,0.00002544174983074557
44,0.00001666854688303607
45,0.00001780997182402173
46,4.291208601898654e-9
47,0.00001873725587781403
48,0.000020075826493281302
49,
50,0.000019983385371689426
51,0.00002085161306863675
52,0.00001479675345834296
53,0.000022310662876371325
54,0.00002347375169228543
55,2.545318957380887e-10
56,0.000023156906627803756
57,0.00002519303459411295
58,0.00009392479857885203
59,0.00002563196971885777
60,0.0000279194221542494
61,
62,0.000027704666711383266
63,0.000027389212408701493
64,9.678784211086332e-13
65,0.000025920684114489764
66,0.000011751293509819901
67,0.000013327575548561692
68,0.000013359473781388149
69,0.000012941431897924626
70,0.000016064945244272883
71,0.000015977876998729388
72,0.000014975305007539505
73,0.000018256793364116667
74,0.000018434620665159354
75,8.595364120193407e-8
76,0.000020514227816970445
77,0.000020802373393470635
78,0.000018592295704206063
79,0.000023268053321164946
80,0.00002278881461067029
81,0.00002345215771674738
82,0.00002623089740141606
83,0.000026401733943573336
84,0.000026297289624031615
85,0.000028519546860886628
86,0.000027475550248692842
87,0.00002844703336893806
88,0.000030302275358106947
89,0.000030404250440214833
90,0.000029534023668894727
91,0.00003109849590903342
92,0.00003203967051256742
93,0.000026838042936052293
94,0.00003198252591740445
95,0.00003232603301479577
96,0.000032619957093232366
97,0.000031875209545250484
98,0.00003181899087623362
99,0.00003116381147760071
100,9.850207873822722e-6
101,9.651704409577144e-6
102,
103,0.000014561966398572452
104,0.000011897613428682983
105,0.000011413434405084254
106,0.000013938352783721934
107,0.000013411511736376855
108,0.000013477393626741468
109,0.000015754564229275662
110,0.000015907087714382333
111,0.000016001260756173755
112,0.00001823228545755113
113,0.000017575309345855213
114,0.0000172362214379123
115,0.00001738158111931088
116,0.00001937157414806018
117,1.364405850398677e-7
118,0.000022188812642054047
119,0.00002226617712456929
120,0.000020563478713253496
121,0.00002227647430335495
122,0.00002365226470077378
123,0.00002283878242920793
124,0.000022828247524081387
125,0.00002418461763613044
126,0.00002412653646536395
127,0.00006692463520265656
128,0.00003361937864693687
129,0.000013847779028809993
130,0.000043014229177744794
131,2.641577449235773e-6
132,0.000011033220793165981
