Point	Row	Column	FWHM_110
1	1	1	0.53369498
2	1	2	0.52898103
3	1	3	0.58080918
4	1	4	0.57680726
5	1	5	
6	1	6	
7	1	7	
8	1	8	0.52444077
9	1	9	
10	1	10	
11	1	11	
12	2	1	0.52733725
13	2	2	0.51139754
14	2	3	0.55472273
15	2	4	0.55657846
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	
22	2	11	
23	3	1	0.53698957
24	3	2	0.52574444
25	3	3	0.54779285
26	3	4	0.58759242
27	3	5	0.54589075
28	3	6	0.51995236
29	3	7	0.50748634
30	3	8	0.54269373
31	3	9	0.55042523
32	3	10	0.54700571
33	3	11	0.51192582
34	4	1	0.48233873
35	4	2	0.48962969
36	4	3	0.48944661
37	4	4	0.52253574
38	4	5	0.54032427
39	4	6	0.53031147
40	4	7	0.54018867
41	4	8	0.53333861
42	4	9	0.51297933
43	4	10	0.5404315
44	4	11	0.51004893
