Point	Row	Column	MaxInt_111
1	1	1	666.57367
2	1	2	782.03107
3	1	3	868.58716
4	1	4	1007.0844
5	1	5	971.32617
6	1	6	1029.6188
7	1	7	1021.2309
8	1	8	1032.5098
9	1	9	991.46954
10	1	10	870.69556
11	1	11	685.96942
12	2	1	912.71924
13	2	2	1075.7623
14	2	3	1130.5968
15	2	4	1207.4039
16	2	5	1322.2622
17	2	6	1317.8687
18	2	7	1471.8809
19	2	8	1473.3864
20	2	9	1402.7119
21	2	10	1320.9423
22	2	11	1104.4701
23	3	1	740.57294
24	3	2	961.03619
25	3	3	1095.9843
26	3	4	1253.4138
27	3	5	1315.0852
28	3	6	1357.8685
29	3	7	1430.0343
30	3	8	1405.5082
31	3	9	1397.686
32	3	10	1305.5792
33	3	11	1225.8379
34	4	1	515.75391
35	4	2	624.70142
36	4	3	663.96637
37	4	4	812.26312
38	4	5	846.89771
39	4	6	878.31854
40	4	7	967.68884
41	4	8	968.10522
42	4	9	923.7821
43	4	10	816.16876
44	4	11	696.17267
