Point	Row	Column	d_um
1	1	1	0.13394
2	1	2	0.14566
3	1	3	0.15527
4	1	4	0.16431002
5	1	5	0.17200001
6	1	6	0.17509998
7	1	7	0.17783999
8	1	8	0.17691
9	1	9	0.17431998
10	1	10	0.16791998
11	1	11	0.16048002
12	2	1	0.15697998
13	2	2	0.17138
14	2	3	0.18685
15	2	4	0.20153999
16	2	5	0.21330997
17	2	6	0.22220001
18	2	7	0.22861998
19	2	8	0.23034
20	2	9	0.22698002
21	2	10	0.22116998
22	2	11	0.20938998
23	3	1	0.14640002
24	3	2	0.16024001
25	3	3	0.17641999
26	3	4	0.19094998
27	3	5	0.20372002
28	3	6	0.21466
29	3	7	0.22275002
30	3	8	0.227
31	3	9	0.22581001
32	3	10	0.21955003
33	3	11	0.21256
34	4	1	0.11054999
35	4	2	0.11956
36	4	3	0.12993999
37	4	4	0.13963
38	4	5	0.14985
39	4	6	0.15719
40	4	7	0.16376999
41	4	8	0.16724002
42	4	9	0.16879
43	4	10	0.16683999
44	4	11	0.16283999
