Point	Row	Column	FWHM_110
1	1	1	0.46692172
2	1	2	0.44372886
3	1	3	0.46096721
4	1	4	0.46680465
5	1	5	0.4481231
6	1	6	0.47406358
7	1	7	0.46482432
8	1	8	0.46144125
9	1	9	0.46237946
10	1	10	0.47275254
11	1	11	0.48104072
12	2	1	0.4487935
13	2	2	0.46758562
14	2	3	0.46807432
15	2	4	0.46739444
16	2	5	0.46488172
17	2	6	0.46214029
18	2	7	0.45022026
19	2	8	0.45887676
20	2	9	0.45366848
21	2	10	0.46448466
22	2	11	0.45573041
23	3	1	0.45705262
24	3	2	0.47211105
25	3	3	0.46170545
26	3	4	0.46704233
27	3	5	0.47330537
28	3	6	0.46480319
29	3	7	0.46126491
30	3	8	0.46652091
31	3	9	0.45534495
32	3	10	0.45903787
33	3	11	0.44607645
34	4	1	0.4680979
35	4	2	0.47574237
36	4	3	0.46895549
37	4	4	0.46840438
38	4	5	0.46123761
39	4	6	0.4630838
40	4	7	0.44900936
41	4	8	0.44526678
42	4	9	0.44698891
43	4	10	0.47402984
44	4	11	0.48783454
