Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.46966785	0.23736179	0.09117493	0	0.20179544	76093144	265
2	-4	0	0.47035336	0.23257343	0.085492887	0	0.21158032	1.1671331e+08	265
3	-8	0	0.46887282	0.22510794	0.083568245	0	0.222451	83346456	265
4	-12	0	0.47393173	0.2156321	0.079430483	0	0.23100567	1.4335088e+08	265
5	-16	0	0.47665226	0.20804903	0.072668925	0	0.2426298	1.0181116e+08	265
6	-20	0	0.47633082	0.20065185	0.066631868	0	0.25638545	1.1843207e+08	265
7	-24	0	0.47636604	0.19299874	0.06364093	0	0.2669943	1.2627946e+08	265
8	-28	0	0.48156089	0.182381	0.059894737	0	0.27616337	86394744	265
9	-32	0	0.48045537	0.17410852	0.054510064	0	0.29092607	83447296	265
10	-36	0	0.4809612	0.16781773	0.047109906	0	0.30411118	61854188	265
11	-40	0	0.47825792	0.15864307	0.04515031	0	0.31794867	1.7607056e+08	265
12	0	3.75	0.46769935	0.24090065	0.092642777	0	0.19875723	91681096	265
13	-4	3.75	0.46845144	0.23542826	0.08726275	0	0.20885757	1.2698506e+08	265
14	-8	3.75	0.46805874	0.2275992	0.084917724	0	0.21942434	1.2408349e+08	265
15	-12	3.75	0.47245535	0.21818432	0.080677636	0	0.22868268	85317488	265
16	-16	3.75	0.47522387	0.21026504	0.073807344	0	0.24070373	93742928	265
17	-20	3.75	0.47607642	0.20187443	0.067905746	0	0.25414339	93421544	265
18	-24	3.75	0.47663629	0.19349594	0.06409549	0	0.26577228	87806576	265
19	-28	3.75	0.48171401	0.18284057	0.05968114	0	0.27576426	84719328	265
20	-32	3.75	0.48153341	0.17427856	0.05412617	0	0.29006186	98382112	265
21	-36	3.75	0.48114112	0.16792856	0.048256557	0	0.30267376	52091060	265
22	-40	3.75	0.47981405	0.15877014	0.044990018	0	0.31642577	44692296	265
23	0	7.5	0.46573088	0.2444395	0.094110601	0	0.195719	81075080	265
24	-4	7.5	0.46654949	0.23828308	0.089032613	0	0.2061348	1.8140184e+08	265
25	-8	7.5	0.46724468	0.23009044	0.086267203	0	0.21639767	1.4583274e+08	265
26	-12	7.5	0.47097898	0.22073655	0.081924781	0	0.2263597	1.1404924e+08	265
27	-16	7.5	0.4737955	0.21248105	0.074945763	0	0.23877767	1.0208606e+08	265
28	-20	7.5	0.47582206	0.20309699	0.069179617	0	0.25190133	88146808	265
29	-24	7.5	0.47690654	0.19399315	0.06455005	0	0.26455027	63890256	265
30	-28	7.5	0.48186716	0.18330017	0.059467543	0	0.27536511	97571584	265
31	-32	7.5	0.48261148	0.17444861	0.053742282	0	0.28919765	97017096	265
32	-36	7.5	0.48132107	0.1680394	0.049403209	0	0.30123633	98356984	265
33	-40	7.5	0.48137018	0.15889721	0.044829737	0	0.31490287	30184422	265
34	0	11.5	0.46363118	0.24821429	0.095676295	0	0.19247824	1.1159251e+08	265
35	-4	11.5	0.46452078	0.24132821	0.090920463	0	0.20323053	2.0920808e+08	265
36	-8	11.5	0.46637633	0.23274778	0.087706648	0	0.21316923	1.7595118e+08	265
37	-12	11.5	0.46940419	0.22345892	0.083255067	0	0.22388184	66145604	265
38	-16	11.5	0.47227189	0.21484482	0.076160073	0	0.23672321	73720616	265
39	-20	11.5	0.47555071	0.20440105	0.070538417	0	0.24950981	53108624	265
40	-24	11.5	0.47719482	0.1945235	0.065034911	0	0.26324677	36640708	265
41	-28	11.5	0.48203051	0.18379039	0.059239704	0	0.27493939	86113880	265
42	-32	11.5	0.4837614	0.17462999	0.053332791	0	0.28827584	86007384	265
43	-36	11.5	0.48151299	0.16815762	0.050626311	0	0.29970309	67704152	265
44	-40	11.5	0.48303005	0.15903273	0.044658765	0	0.31327847	66315880	265
45	0	15.25	0.4618648	0.25102192	0.096873306	0	0.19023998	1.1794795e+08	265
46	-4	15.25	0.46285281	0.24350025	0.09248244	0	0.2011645	1.9333205e+08	265
47	-8	15.25	0.46553534	0.23477376	0.088808984	0	0.21088192	2.043449e+08	265
48	-12	15.25	0.46805799	0.2255221	0.084210776	0	0.22220914	1.0044928e+08	265
49	-16	15.25	0.47099835	0.21655239	0.077084795	0	0.23536447	1.5368357e+08	265
50	-20	15.25	0.47520563	0.20533392	0.071615756	0	0.2478447	69216512	265
51	-24	15.25	0.47737989	0.19489813	0.065341428	0	0.26238057	76152208	265
52	-28	15.25	0.48209029	0.1841173	0.058983043	0	0.27480936	42375688	265
53	-32	15.25	0.48461381	0.17469664	0.052994765	0	0.28769481	34576368	265
54	-36	15.25	0.48180649	0.16808635	0.051455632	0	0.29865155	1.0163366e+08	265
55	-40	15.25	0.48431352	0.15916026	0.044509586	0	0.31201664	29879060	265
56	0	19	0.46141198	0.24907666	0.096309893	0	0.19320147	1.2506994e+08	265
57	-4	19	0.46270564	0.24123402	0.092693202	0	0.20336713	1.4222525e+08	265
58	-8	19	0.46451929	0.23377538	0.088304922	0	0.21340042	87474.508	265
59	-12	19	0.46755818	0.22440653	0.083272085	0	0.22476321	5.6750766e+09	265
60	-16	19	0.47073129	0.21495503	0.076620549	0	0.23769315	22701808	265
61	-20	19	0.47427094	0.20438372	0.07141564	0	0.24992971	56117956	265
62	-24	19	0.4770112	0.19447602	0.06468574	0	0.26382706	28183228	265
63	-28	19	0.4815433	0.18358178	0.058446482	0	0.2764284	54132784	265
64	-32	19	0.48399955	0.17409112	0.052954849	0	0.2889545	18993548	265
65	-36	19	0.48283809	0.16683143	0.050222289	0	0.30010816	1.5546397e+09	265
66	-40	19	0.48382479	0.15929079	0.04443261	0	0.31245181	3.5353522e+10	265
67	0	23	0.46092898	0.24700172	0.095708922	0	0.19636038	1.5670893e+08	265
68	-4	23	0.46254864	0.23881672	0.092918009	0	0.20571662	3.2076986e+10	265
69	-8	23	0.4634355	0.23271047	0.087767243	0	0.2160868	1.8915216e+08	265
70	-12	23	0.46702504	0.22321659	0.082270801	0	0.22748758	19635634	265
71	-16	23	0.47044641	0.21325119	0.076125354	0	0.24017705	1.597001e+09	265
72	-20	23	0.47327393	0.20337015	0.071202181	0	0.25215375	32925776	265
73	-24	23	0.47661796	0.19402577	0.063986324	0	0.26536995	26071450	265
74	-28	23	0.48095989	0.18301059	0.057874143	0	0.27815539	11843853	265
75	-32	23	0.48334435	0.17344522	0.05291228	0	0.29029813	32967874	265
76	-36	23	0.48393852	0.16549286	0.048906721	0	0.30166191	1.121536e+08	265
77	-40	23	0.48330349	0.15943003	0.044350501	0	0.31291598	56113244	265
78	0	26.75	0.46047619	0.24505645	0.095145509	0	0.19932185	1.6242349e+08	265
79	-4	26.75	0.46240148	0.23655048	0.093128771	0	0.20791927	3.3185901e+08	265
80	-8	26.75	0.46241945	0.23171207	0.087263167	0	0.21860531	2.8254227e+08	265
81	-12	26.75	0.4665252	0.22210102	0.08133211	0	0.23004168	1.3711921e+09	265
82	-16	26.75	0.47017935	0.21165383	0.075661115	0	0.24250573	18381144	265
