FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.67323Co0.0Fe0.0Y0.13729Zr0.86271O3,01343,1,1,1,4.1863608,0.074019998,0.46602407,,1747.3414,,15.834088000000001,30.154032,,5.4000001,44.14201,0.8900023013543583,2.15000555945154,1.4900038528292068,137.3273550989775,1.3148981,1.5843225,0.8847122000000001,90.9057411865,0.6732282591721478,0.6768602839675244,1.3570504486627817,1.6841678602705001,1.5106565691735583,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.63937Co0.0Fe0.0Y0.13599Zr0.86401O3,01343,2,1,2,4.1895752,0.080569997,0.43324861,,1821.2678,,15.378820999999999,30.130347999999998,,9.397999800000001,44.14201,0.8899978520868439,2.149994811221027,1.4899964040555027,137.32666857700002,1.3150411,1.5839975,0.8844782,90.9087547815,0.639371543050055,0.6767832975614556,1.3573220988170924,1.6846050067209148,1.5105989396408068,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.67007Co0.0Fe0.0Y0.13155Zr0.86845O3,01343,3,1,3,4.1972389,0.082630001,0.59632289,,564.44263,,9.697230300000001,30.074036,,13.39599,44.14201,0.8900060208587564,2.1500145447711527,1.4900100798646594,137.3279290185061,1.3155295,1.5828875000000002,0.8836790000000001,90.91904736750001,0.6700654670005233,0.6765382462793547,1.3582863878646791,1.6861440408391046,1.5104417940436476,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.68878Co0.0Fe0.0Y0.13451Zr0.86549O3,01343,4,1,4,,0.08511000099999999,,,,,,,,17.393998999999997,44.14201,0.88999640762065,2.149991321780222,1.4899939857918747,137.3264456958663,1.3152039000000002,1.5836275,0.8842118,90.9121856435,0.6887827801899282,0.6766984249519408,1.357637021193571,1.685109818475477,1.5105394807509485,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.67793Co0.0Fe0.0Y0.13692Zr0.86308O3,01343,5,1,5,,0.08754000099999999,,,,,,,,21.391991,44.14201,0.8899991299333211,2.1499978981535284,1.489998543371515,137.32686574871144,1.3149388,1.58423,0.8846455999999999,90.90659890200001,0.6779306627470565,0.6768369219414022,1.35712484813034,1.6842886500215626,1.510636932933261,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.66768Co0.0Fe0.0Y0.14282Zr0.85718O3,01343,6,1,6,,0.08968999999999999,,,,,,,,25.389999,44.14201,0.8899941327582199,2.149985826326037,1.4899901773143231,137.32609468459333,1.3142898,1.5857050000000001,0.8857076,90.892921817,0.6676844016469857,0.6771673437305987,1.3558548571935112,1.682259672734346,1.5108557623560603,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.68271Co0.0Fe0.0Y0.14224Zr0.85776O3,01343,7,1,7,,0.087849997,,,,,,,,29.38802,44.14201,0.8900002330589697,2.1500005630076235,1.4900003901773762,137.327035960999,1.3143536,1.58556,0.8856031999999999,90.894266344,0.6827098212228679,0.6771391146636413,1.3559881448873732,1.6824695192806172,1.5108437691907732,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.67661Co0.0Fe0.0Y0.13327Zr0.86673O3,01343,8,1,8,4.2012968,0.085950002,0.44935271,,1972.1791,,15.640015,30.044302000000002,,33.386009,44.14201,0.8900027316175433,2.1500065988513684,1.49000457315746,137.32742148858694,1.3153403,1.5833175000000002,0.8839885999999999,90.91506014950001,0.676607923332502,0.6766330596101582,1.357912483662543,1.685547271941584,1.5105024542992855,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.66883Co0.0Fe0.0Y0.1293Zr0.8707O3,01343,9,1,9,4.203271400000001,0.082110003,0.46578482,,1862.0681,,15.681729999999998,30.029856,,37.384009999999996,44.14201,0.8899983042673576,2.1499959035672123,1.4899971610768121,137.3267383484533,1.315777,1.582325,0.883274,90.92426320500002,0.6688312743359822,0.6764051235637631,1.3587574635850488,1.6869025478807393,1.5103420529109282,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.67734Co0.0Fe0.0Y0.13081Zr0.86919O3,01343,10,1,10,4.205904,0.077550001,0.47617704,,1704.5219,,14.838318,30.010618,,41.384009999999996,44.14201,0.8899987203520626,2.1499969087156567,1.48999785766806,137.32680255032326,1.3156109,1.5827025,0.8835458,90.92076279850001,0.677340973885371,0.6764908380981509,1.358434013161448,1.6863844043716352,1.5104009064977715,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
Ba0.68285Co0.0Fe0.0Y0.13325Zr0.86675O3,01343,11,1,11,4.2101321,0.07288,0.54285681,,1417.5677,,15.591894,29.979771000000003,,45.37999,44.14201,0.8899998064269316,2.149999532379666,1.4899996759282337,137.32697013167552,1.3153425,1.5833125,0.883985,90.9151065125,0.6828501485184253,0.676629703994915,1.3579123087701677,1.68554859633165,1.510496719407069,3_Nov_2017,Pulsed Laser Deposition,BZY82,600.0,19.6,700,N,20.0,20,50.0,EXG,0,0,0,1800,0,0,0,1800.0,0,0,0,4deg/s,0,0,0
