Point	Row	Column	Pos_110
1	1	1	30.154032
2	1	2	30.130348
3	1	3	30.074036
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	30.044302
9	1	9	30.029856
10	1	10	30.010618
11	1	11	29.979771
12	2	1	30.161146
13	2	2	30.141453
14	2	3	30.140028
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	30.013309
22	2	11	29.984783
23	3	1	30.139353
24	3	2	30.134861
25	3	3	30.12356
26	3	4	30.1033
27	3	5	
28	3	6	
29	3	7	
30	3	8	30.026602
31	3	9	30.026485
32	3	10	29.998194
33	3	11	29.977943
34	4	1	30.119947
35	4	2	30.11202
36	4	3	30.086313
37	4	4	30.083368
38	4	5	30.061199
39	4	6	30.046408
40	4	7	30.035299
41	4	8	30.019901
42	4	9	29.998474
43	4	10	29.969204
44	4	11	29.95336
