Point	Row	Column	Zr_at
1	1	1	0.37393823
2	1	2	0.35964951
3	1	3	0.35563788
4	1	4	0.35042539
5	1	5	0.34970984
6	1	6	0.35106778
7	1	7	0.35866791
8	1	8	0.36927342
9	1	9	0.37976408
10	1	10	0.39452896
11	1	11	0.38509309
12	2	1	0.34563503
13	2	2	0.33541733
14	2	3	0.32797968
15	2	4	0.32493269
16	2	5	0.31915149
17	2	6	0.32306075
18	2	7	0.32483986
19	2	8	0.30913281
20	2	9	0.31390628
21	2	10	0.32332081
22	2	11	0.33967289
23	3	1	0.35829222
24	3	2	0.34732091
25	3	3	0.33743519
26	3	4	0.30574977
27	3	5	0.32458445
28	3	6	0.30154923
29	3	7	0.30078515
30	3	8	0.30829194
31	3	9	0.30895343
32	3	10	0.32040098
33	3	11	0.32739225
34	4	1	0.41486064
35	4	2	0.39464712
36	4	3	0.37974477
37	4	4	0.37450385
38	4	5	0.36986959
39	4	6	0.3501125
40	4	7	0.35215551
41	4	8	0.32507995
42	4	9	0.33007047
43	4	10	0.33526024
44	4	11	0.36996666
