Point	Row	Column	FWHM_110
1	1	1	0.50609106
2	1	2	0.49810314
3	1	3	0.50159442
4	1	4	0.49934375
5	1	5	0.49942458
6	1	6	0.49254292
7	1	7	0.51529026
8	1	8	0.50741702
9	1	9	0.49723056
10	1	10	0.49558833
11	1	11	0.50927794
12	2	1	0.52207994
13	2	2	0.43359569
14	2	3	0.49313414
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	
22	2	11	0.64290243
23	3	1	0.48816264
24	3	2	0.43502054
25	3	3	0.54769367
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	
34	4	1	0.49989688
35	4	2	0.51123655
36	4	3	0.46295315
37	4	4	0.51831859
38	4	5	
39	4	6	
40	4	7	
41	4	8	0.45907643
42	4	9	0.46867359
43	4	10	0.49545234
44	4	11	0.49598348
