Point	Row	Column	FWHM_200
1	1	1	0.74785322
2	1	2	0.76508135
3	1	3	0.69348592
4	1	4	0.67833203
5	1	5	0.71614844
6	1	6	0.69773889
7	1	7	0.70063448
8	1	8	0.6929639
9	1	9	0.71319991
10	1	10	0.69343978
11	1	11	0.75624353
12	2	1	
13	2	2	0.69249743
14	2	3	0.65066177
15	2	4	0.6951791
16	2	5	0.68807566
17	2	6	0.69957042
18	2	7	0.71868008
19	2	8	0.68164676
20	2	9	0.6672309
21	2	10	0.68245244
22	2	11	0.67964923
23	3	1	0.68061668
24	3	2	0.72326332
25	3	3	0.72761494
26	3	4	0.69876474
27	3	5	0.68271935
28	3	6	0.68043476
29	3	7	0.70306373
30	3	8	0.68301332
31	3	9	0.62178689
32	3	10	0.64894176
33	3	11	0.69340014
34	4	1	0.72082102
35	4	2	0.67396873
36	4	3	0.71583462
37	4	4	0.69633925
38	4	5	0.69471258
39	4	6	0.67095959
40	4	7	0.67587334
41	4	8	0.69173008
42	4	9	0.74070829
43	4	10	0.73510754
44	4	11	0.71084958
