Point	Row	Column	MaxInt_200
1	1	1	398.20847
2	1	2	516.27423
3	1	3	608.33484
4	1	4	709.47321
5	1	5	792.32111
6	1	6	769.073
7	1	7	734.73706
8	1	8	614.91571
9	1	9	548.74554
10	1	10	478.9877
11	1	11	438.7634
12	2	1	
13	2	2	288.87558
14	2	3	398.63226
15	2	4	454.5097
16	2	5	526.17114
17	2	6	612.1499
18	2	7	684.66846
19	2	8	722.62433
20	2	9	795.98602
21	2	10	794.26733
22	2	11	774.76465
23	3	1	407.55521
24	3	2	405.61411
25	3	3	426.21921
26	3	4	518.27386
27	3	5	528.84656
28	3	6	603.56824
29	3	7	624.57416
30	3	8	690.25317
31	3	9	772.12585
32	3	10	821.28674
33	3	11	807.78845
34	4	1	765.20618
35	4	2	755.73718
36	4	3	749.34222
37	4	4	753.05145
38	4	5	827.00983
39	4	6	784.46204
40	4	7	782.23553
41	4	8	749.58026
42	4	9	599.91595
43	4	10	521.80194
44	4	11	440.80325
