Point	Row	Column	d_um
1	1	1	0.19638
2	1	2	0.20112
3	1	3	0.20082
4	1	4	0.19724
5	1	5	0.19034
6	1	6	0.17984
7	1	7	0.16696
8	1	8	0.1532
9	1	9	0.13784
10	1	10	0.1223
11	1	11	0.1072
12	2	1	0.2342
13	2	2	0.24014001
14	2	3	0.24185
15	2	4	0.23943
16	2	5	0.23003
17	2	6	0.2181
18	2	7	0.20374
19	2	8	0.18535
20	2	9	0.16816001
21	2	10	0.14802
22	2	11	0.13007
23	3	1	0.21619999
24	3	2	0.2219
25	3	3	0.2246
26	3	4	0.22168
27	3	5	0.21557
28	3	6	0.20541
29	3	7	0.19208001
30	3	8	0.17618001
31	3	9	0.15990999
32	3	10	0.14210001
33	3	11	0.12627999
34	4	1	0.15929
35	4	2	0.16468
36	4	3	0.16742
37	4	4	0.16859999
38	4	5	0.16633999
39	4	6	0.16058999
40	4	7	0.15302999
41	4	8	0.14297
42	4	9	0.13215999
43	4	10	0.12036
44	4	11	0.10756
