Point	Row	Column	Pos_200
1	1	1	43.269287
2	1	2	43.19735
3	1	3	43.144947
4	1	4	43.129822
5	1	5	43.141716
6	1	6	43.159988
7	1	7	43.156803
8	1	8	43.187222
9	1	9	43.211185
10	1	10	43.245083
11	1	11	43.252644
12	2	1	
13	2	2	43.168118
14	2	3	43.119926
15	2	4	43.119457
16	2	5	43.116779
17	2	6	43.113594
18	2	7	43.118847
19	2	8	43.116745
20	2	9	43.145065
21	2	10	43.150253
22	2	11	43.182381
23	3	1	43.133305
24	3	2	43.08971
25	3	3	43.096649
26	3	4	43.112232
27	3	5	43.097698
28	3	6	43.106594
29	3	7	43.133621
30	3	8	43.140499
31	3	9	43.155098
32	3	10	43.158527
33	3	11	43.207195
34	4	1	43.116196
35	4	2	43.111477
36	4	3	43.104671
37	4	4	43.12524
38	4	5	43.135448
39	4	6	43.145611
40	4	7	43.158276
41	4	8	43.194946
42	4	9	43.235416
43	4	10	43.269283
44	4	11	43.281792
