FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01128,11,1,11,4.1256303999999995,0.603971,0.5101037,0.62131739,6796.9282,988.3787199999999,410.80008,30.608690000000003,37.792355,43.934559,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,12,2,1,4.1203175000000005,0.63804454,0.57344335,0.56968802,6607.4297,951.2819199999999,553.01129,30.649128,37.871735,44.027874,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,13,2,2,4.1191211,0.6547038000000001,0.52875799,0.60090554,6585.8882,1117.2335,573.4420200000001,30.658248999999998,37.881138,44.06023,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,14,2,3,4.1148424,0.71354192,0.57340705,0.53891045,5988.2295,983.18195,612.5618900000001,30.690908,37.933079,44.186015999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,15,2,4,4.119488700000001,0.74830562,0.64475524,0.63210344,4835.9971,645.3183,603.84595,30.655442999999998,37.945118,44.229252,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,16,2,5,4.1285357000000005,0.74414074,0.81121248,,3752.1416,372.28253,,30.586624,37.900448,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,17,2,6,4.1359916,0.61644644,0.93496943,,3641.5117,270.82574,,30.530141999999998,37.78791,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,18,2,7,4.1383204,0.5876267,,,3631.9417,,,30.512543,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,19,2,8,4.1385794,0.59095085,0.65486795,,3661.9053,256.62628,,30.510586,37.689808,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,20,2,9,4.1347135999999995,0.63758081,0.50373876,,3767.7798,344.67706,,30.539808,37.633133,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,21,2,10,4.1253843,0.65515268,0.59454882,0.5394845,5240.0913,548.4237099999999,715.75726,30.610559000000002,37.810867,44.120739,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,22,2,11,4.1237125,0.63320458,0.53696096,0.66591245,6406.6665,863.9259599999999,573.84717,30.623274,37.820713,43.990364,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,23,3,1,4.1216307,0.64059514,0.56165165,0.55070925,6327.2915,923.25604,552.6243900000001,30.639121999999997,37.839096000000005,44.020278999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,24,3,2,4.118661400000001,0.69106275,0.58772063,0.66208446,5902.3018,824.50171,586.62903,30.661751000000002,37.891548,44.13435,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,25,3,3,4.1319051,0.67761898,0.77261704,,3869.2305,360.29636,,30.561072999999997,37.811465999999996,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,26,3,4,4.138704799999999,0.57488596,0.40281206,,3701.0027,296.8988,,30.50964,37.610935,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,27,3,5,4.1399479,0.5725220999999999,,,3701.0952,,,30.500253999999998,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,28,3,6,4.1391301,0.57374394,0.47963119,,3640.438,252.6301,,30.506428000000003,37.648888,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,29,3,7,4.138782,0.57938451,0.55091047,,3657.4663,291.02097000000003,,30.509056,37.665779,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,30,3,8,4.1390877,0.56142336,,,3732.0938,,,30.50675,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,31,3,9,4.1387749,0.56856579,0.63445652,,3740.7571,254.7383,,30.509110999999997,37.677345,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,32,3,10,4.1391335,0.57071912,0.39789361,,3897.4275,343.04758,,30.506404999999997,37.612559999999995,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,33,3,11,4.1357508,0.60323107,0.65160853,,4150.375,304.99414,,30.531961,37.682163,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,34,4,1,4.1300654,0.65798032,0.58344859,,4673.6855,492.37050999999997,,30.575020000000002,37.791546000000004,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,35,4,2,4.1314812000000005,0.65931314,0.6874071999999999,,4379.6377,411.06689,,30.564284999999998,37.777896999999996,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,36,4,3,4.1287373999999994,0.67322755,0.66673952,,4496.0347,412.57800000000003,,30.585093,37.822887,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,37,4,4,4.1289554,0.66151243,0.63751775,0.47335202,4524.9463,427.50519,430.51455999999996,30.583439000000002,37.826893,44.130264000000004,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,38,4,5,4.1285663,0.6798209,0.68321174,0.49224365,4473.0933,408.09662000000003,489.03067000000004,30.58639,37.773284999999994,44.162659000000005,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,39,4,6,4.1269436,0.66424382,0.65827596,0.53930169,4972.1919,482.0079,551.78046,30.598713,37.773891,44.064972,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,40,4,7,4.1258593,0.64127034,0.56833762,0.54037142,5570.8525,611.40918,661.15527,30.606951000000002,37.79607,44.025372,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,41,4,8,4.1266017,0.58900136,0.51577699,0.56547016,6570.9443,761.38373,703.5250900000001,30.601311,37.758961,43.95134,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,42,4,9,4.1290412000000005,0.5515216,0.50805277,0.55944109,7173.3413,875.2735,579.98505,30.582787,37.730701,43.877972,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,43,4,10,4.1324859,0.53375345,0.44222832,0.59271735,7348.8672,920.289,549.63458,30.556672999999996,37.682018,43.772242999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01128,44,4,11,4.1346998,0.53173745,0.45028165,0.6465283000000001,7343.0532,919.7512800000001,499.44455,30.539913000000002,37.640629,43.718376,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,7_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,600.0,19.7,850,N,345.0,10,50.0,ITO/EXG,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
