Point	Row	Column	Pos_111
1	1	1	37.199409
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	37.120739
12	2	1	37.201595
13	2	2	37.206074
14	2	3	37.207905
15	2	4	37.181019
16	2	5	
17	2	6	
18	2	7	37.122322
19	2	8	37.145287
20	2	9	37.13467
21	2	10	37.116776
22	2	11	37.140778
23	3	1	37.216286
24	3	2	37.189068
25	3	3	37.187271
26	3	4	37.17804
27	3	5	37.174301
28	3	6	37.151913
29	3	7	37.168423
30	3	8	37.151245
31	3	9	37.149464
32	3	10	37.131695
33	3	11	37.14119
34	4	1	37.166988
35	4	2	37.161091
36	4	3	37.181801
37	4	4	37.155472
38	4	5	37.1427
39	4	6	37.151588
40	4	7	37.180912
41	4	8	37.13633
42	4	9	37.110989
43	4	10	37.159451
44	4	11	37.133007
