Point	Row	Column	Zr_at
1	1	1	0.44542134
2	1	2	0.44667509
3	1	3	0.44373339
4	1	4	0.44402927
5	1	5	0.44406867
6	1	6	0.4433974
7	1	7	0.43888807
8	1	8	0.43406633
9	1	9	0.43061593
10	1	10	0.4270027
11	1	11	0.42398059
12	2	1	0.45384821
13	2	2	0.45545188
14	2	3	0.4554466
15	2	4	0.454983
16	2	5	0.45405436
17	2	6	0.45003545
18	2	7	0.44628149
19	2	8	0.4451386
20	2	9	0.44395837
21	2	10	0.44042125
22	2	11	0.43091956
23	3	1	0.45240557
24	3	2	0.45312077
25	3	3	0.45155963
26	3	4	0.45324686
27	3	5	0.45349866
28	3	6	0.45030606
29	3	7	0.45244455
30	3	8	0.44914579
31	3	9	0.4485727
32	3	10	0.44211444
33	3	11	0.43623942
34	4	1	0.43629327
35	4	2	0.43804204
36	4	3	0.44600362
37	4	4	0.44758293
38	4	5	0.44477728
39	4	6	0.44328988
40	4	7	0.43750209
41	4	8	0.43872043
42	4	9	0.43249938
43	4	10	0.42813915
44	4	11	0.42467114
