Point	Row	Column	FWHM_111
1	1	1	0.49798471
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	0.35974512
12	2	1	0.48056284
13	2	2	0.52205467
14	2	3	0.569125
15	2	4	0.64464515
16	2	5	
17	2	6	
18	2	7	0.52732551
19	2	8	0.56517774
20	2	9	0.50024247
21	2	10	0.46746433
22	2	11	0.39669606
23	3	1	0.48538339
24	3	2	0.51575875
25	3	3	0.50929624
26	3	4	0.51288825
27	3	5	0.57196915
28	3	6	0.5538258
29	3	7	0.55376929
30	3	8	0.47230697
31	3	9	0.49316147
32	3	10	0.45778084
33	3	11	0.4704397
34	4	1	0.47153756
35	4	2	0.4744074
36	4	3	0.51093441
37	4	4	0.48064625
38	4	5	0.47146845
39	4	6	0.48630884
40	4	7	0.53938824
41	4	8	0.48671317
42	4	9	0.62463874
43	4	10	0.48483613
44	4	11	0.51110971
