Point	Row	Column	MaxInt_111
1	1	1	485.11716
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	404.37701
12	2	1	705.25909
13	2	2	669.9245
14	2	3	621.24506
15	2	4	443.77954
16	2	5	
17	2	6	
18	2	7	349.87253
19	2	8	446.20816
20	2	9	511.50662
21	2	10	527.02515
22	2	11	516.69733
23	3	1	711.06433
24	3	2	697.0932
25	3	3	661.26129
26	3	4	598.20001
27	3	5	530.1272
28	3	6	538.27826
29	3	7	549.8999
30	3	8	547.51886
31	3	9	544.56775
32	3	10	518.7132
33	3	11	410.9278
34	4	1	488.23825
35	4	2	522.0343
36	4	3	538.18823
37	4	4	568.07513
38	4	5	594.20056
39	4	6	529.2608
40	4	7	451.40311
41	4	8	435.07986
42	4	9	336.8768
43	4	10	342.22083
44	4	11	327.51758
