Point	Row	Column	Zr_at
1	1	1	0.49929792
2	1	2	0.49543586
3	1	3	0.49917364
4	1	4	0.49735346
5	1	5	0.49617162
6	1	6	0.49627253
7	1	7	0.49632445
8	1	8	0.49656773
9	1	9	0.49851015
10	1	10	0.49752665
11	1	11	0.50468814
12	2	1	0.49519786
13	2	2	0.49536029
14	2	3	0.49375269
15	2	4	0.49392369
16	2	5	0.49101576
17	2	6	0.49050853
18	2	7	0.49049014
19	2	8	0.49186286
20	2	9	0.49396843
21	2	10	0.49527043
22	2	11	0.49595508
23	3	1	0.49653789
24	3	2	0.49515969
25	3	3	0.49445879
26	3	4	0.49104199
27	3	5	0.49221343
28	3	6	0.49066761
29	3	7	0.48983386
30	3	8	0.49180871
31	3	9	0.49378142
32	3	10	0.4936009
33	3	11	0.49495453
34	4	1	0.50406212
35	4	2	0.50192457
36	4	3	0.50190091
37	4	4	0.49852729
38	4	5	0.49569625
39	4	6	0.49813977
40	4	7	0.49786681
41	4	8	0.49878955
42	4	9	0.49881017
43	4	10	0.50239474
44	4	11	0.50204301
