Point	Row	Column	Pos_111
1	1	1	
2	1	2	36.5224
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	36.81506
10	1	10	36.814819
11	1	11	
12	2	1	37.9925
13	2	2	38.0284
14	2	3	38.255543
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	
22	2	11	
23	3	1	38.09922
24	3	2	38.113075
25	3	3	38.193359
26	3	4	38.311188
27	3	5	
28	3	6	
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	38.401123
34	4	1	38.36887
35	4	2	38.405796
36	4	3	38.377872
37	4	4	38.464161
38	4	5	
39	4	6	
40	4	7	38.477039
41	4	8	
42	4	9	38.524734
43	4	10	38.397167
44	4	11	38.380825
