Point	Row	Column	FWHM_110
1	1	1	0.51760691
2	1	2	0.48296458
3	1	3	0.46644288
4	1	4	0.45272303
5	1	5	0.46304277
6	1	6	0.43400651
7	1	7	0.47696546
8	1	8	0.48207033
9	1	9	0.51683652
10	1	10	0.55796957
11	1	11	0.5844149
12	2	1	0.74514592
13	2	2	0.7074008
14	2	3	0.71772695
15	2	4	0.5793851
16	2	5	0.5132184
17	2	6	0.50372142
18	2	7	0.48330525
19	2	8	0.49309951
20	2	9	0.4840779
21	2	10	0.50594026
22	2	11	0.53822488
23	3	1	0.68292588
24	3	2	0.69695461
25	3	3	0.6789484
26	3	4	0.64124119
27	3	5	0.57424504
28	3	6	0.53190053
29	3	7	0.53851128
30	3	8	0.50671548
31	3	9	0.49609107
32	3	10	0.52839422
33	3	11	0.53576481
34	4	1	0.68649733
35	4	2	0.63787597
36	4	3	0.55730486
37	4	4	0.55285865
38	4	5	0.54375178
39	4	6	0.52552909
40	4	7	0.51990688
41	4	8	0.55470949
42	4	9	0.5649519
43	4	10	0.64023137
44	4	11	0.75799108
