Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.46267036	0.07012859	0	0.17484495	0.2923561	6694105.5	265
2	-4	0	0.46390739	0.063459717	0	0.18761316	0.28501973	1383526	265
3	-8	0	0.46337727	0.063215911	0	0.19955245	0.27385437	1181553	265
4	-12	0	0.46365985	0.058493283	0	0.21344112	0.26440576	1805473.2	265
5	-16	0	0.46379662	0.0574819	0	0.2270121	0.2517094	1549276.4	265
6	-20	0	0.46489513	0.055643201	0	0.23787585	0.24158582	2188747.5	265
7	-24	0	0.46171278	0.055092104	0	0.25026017	0.23293494	1856367.1	265
8	-28	0	0.46266514	0.050491877	0	0.26205051	0.22479248	895783.94	265
9	-32	0	0.46372071	0.049901132	0	0.27159119	0.21478699	742774.75	265
10	-36	0	0.46006098	0.049638215	0	0.2818214	0.20847939	590179.62	265
11	-40	0	0.4552795	0.047562636	0	0.28856531	0.20859256	793377.75	265
12	0	3.75	0.46334517	0.074331537	0	0.17011282	0.29221046	1731960	265
13	-4	3.75	0.46406907	0.069623597	0	0.18106027	0.28524709	1067288.1	265
14	-8	3.75	0.46336934	0.06985791	0	0.19199628	0.27477649	1541265.4	265
15	-12	3.75	0.46420193	0.065501735	0	0.20491484	0.26538152	870535.31	265
16	-16	3.75	0.46417478	0.063813917	0	0.21869311	0.25331822	934938	265
17	-20	3.75	0.46506414	0.061823383	0	0.2303084	0.2428041	775222.56	265
18	-24	3.75	0.46299246	0.060508084	0	0.24356866	0.23293081	513399.06	265
19	-28	3.75	0.46347293	0.056506831	0	0.25658134	0.22343887	881530.88	265
20	-32	3.75	0.46503955	0.054557532	0	0.26760554	0.21279736	691024.75	265
21	-36	3.75	0.46223038	0.05376691	0	0.27877453	0.20522816	478621.66	265
22	-40	3.75	0.45863053	0.051170666	0	0.28638664	0.20381217	545507.5	265
23	0	7.5	0.46402001	0.078534491	0	0.16538069	0.29206482	1014420.2	265
24	-4	7.5	0.46423072	0.075787477	0	0.17450739	0.28547442	1132638.4	265
25	-8	7.5	0.46336138	0.076499902	0	0.18444012	0.27569857	639471.19	265
26	-12	7.5	0.464744	0.072510183	0	0.19638854	0.26635727	518802.62	265
27	-16	7.5	0.46455291	0.070145935	0	0.2103741	0.25492704	399434.66	265
28	-20	7.5	0.46523312	0.068003558	0	0.22274095	0.24402237	411328.78	265
29	-24	7.5	0.46427211	0.065924063	0	0.23687711	0.23292671	360843.34	265
30	-28	7.5	0.46428075	0.062521785	0	0.25111219	0.22208527	309918.12	265
31	-32	7.5	0.46635845	0.059213933	0	0.2636199	0.21080773	376724.09	265
32	-36	7.5	0.46439978	0.057895605	0	0.27572766	0.20197695	407880.44	265
33	-40	7.5	0.46198159	0.054778691	0	0.28420794	0.19903177	247934.5	265
34	0	11.5	0.46473983	0.083017632	0	0.16033308	0.29190946	412190.41	265
35	-4	11.5	0.46440318	0.082362279	0	0.16751763	0.28571692	689105.75	265
36	-8	11.5	0.46335292	0.083584689	0	0.17638023	0.27668217	467303.03	265
37	-12	11.5	0.4653222	0.079985864	0	0.18729386	0.26739809	331611.12	265
38	-16	11.5	0.46495628	0.07690008	0	0.20150051	0.25664312	263453.97	265
39	-20	11.5	0.46541336	0.074595757	0	0.21466902	0.24532187	332663.25	265
