FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.34833Co0.25517Fe-0.01294Y0.23639Zr0.52138O3,01256,11,1,11,0.27691999,45.37999,44.14201,0.8899943321116999,2.149986307910286,1.4899905110634075,137.32612544483527,1.4378705999999999,1.5600045,0.8792566666666667,82.89417206965,0.34833221832371325,0.6189669168503062,1.3781923756696124,1.6946024608628585,1.6566439113409568,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.35892Co0.20143Fe-0.00849Y0.24237Zr0.56469O3,01256,12,2,1,0.35901001,5.4000001,31.64201,0.8900091493700044,2.1500221024106847,1.4900153174846142,137.32841174779168,1.4098807999999998,1.57158,0.8852258583333333,84.45818084335,0.35891631027177157,0.6312655292348152,1.3680640517254512,1.683203561506838,1.6259930107008047,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.37712Co0.21498Fe-0.00761Y0.23671Zr0.55592O3,01256,13,2,2,0.37858,9.397999800000001,31.64201,0.8899943519070627,2.1499863557305448,1.489990544203959,137.32612849925977,1.4183959,1.567323,0.8829583750000001,84.0026276446,0.3771223932835124,0.627465400814443,1.3717570377838804,1.6874980592419873,1.6347837246265904,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.38574Co0.22854Fe-0.00691Y0.23099Zr0.54738O3,01256,14,2,3,0.39502001,13.39599,31.64201,0.8900058344096776,2.150014094360457,1.4900097677195725,137.32790024941323,1.4268331,1.563076,0.880680525,83.5532588468,0.38573747129164554,0.6237630977369936,1.3755019553498724,1.6918845431713985,1.6435971755597505,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.39835Co0.23795Fe-0.00793Y0.22224Zr0.54773O3,01256,15,2,4,0.41400999,17.393998999999997,31.64201,0.8899936454450159,2.149984649108746,1.4899893614753636,137.32601949216595,1.4324478,1.559144,0.8782419916666667,83.30486052425002,0.3983528442191592,0.621309652920697,1.3789519435720794,1.6965590072136782,1.6484754746356054,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.41139Co0.25172Fe-0.00908Y0.21586Zr0.54149O3,01256,16,2,5,0.42465001,21.391991,31.64201,0.8899956162791224,2.149989410112487,1.489992660961677,137.3263235918686,1.4401481,1.5549675,0.8758399666666667,82.9156917864,0.4113920263233872,0.6179889528577807,1.3826587437438318,1.7012156531659495,1.656216340154725,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.41992Co0.26589Fe-0.00743Y0.21161Zr0.52993O3,01256,17,2,6,0.42749,25.389999,31.64201,0.8900029108298342,2.1500070317799365,1.4900048731870257,137.32744914104342,1.4492474,1.550839,0.8737722750000001,82.41052010705,0.41991862661610535,0.6141138571853462,1.386350892503952,1.705255380398772,1.6663825075082304,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.42227Co0.27128Fe-0.00607Y0.20729Zr0.5275O3,01256,18,2,7,0.42677999,29.38802,31.64201,0.8899984217140757,2.149996187286812,1.489997357701093,137.32675647048188,1.4533671,1.548477,0.8724903916666666,82.1983716361,0.4222707488359316,0.6123700073533217,1.3884585869126969,1.7077521677400245,1.670674901912175,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.43172Co0.28196Fe-0.00929Y0.20725Zr0.52009O3,01256,19,2,8,0.41608,33.386009,31.64201,0.8899920435780715,2.1499807794301726,1.4899866796981196,137.32577232409642,1.4576488,1.5468295,0.8715369416666667,81.96843118470001,0.4317238595249247,0.61056685504634,1.3899274480026225,1.7096081743233655,1.6753495259005182,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.42271Co0.28654Fe-0.00901Y0.20503Zr0.51744O3,01256,20,2,9,0.40011999,37.384009999999996,31.64201,0.8899900155035863,2.1499758801491127,1.4899832843824083,137.32545939220336,1.4605387,1.545301,0.8707068083333334,81.8148672308,0.4227147422402561,0.6093573662263014,1.3912990932828702,1.7112342181341906,1.6784902798266212,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.41746Co0.29215Fe-0.00911Y0.2116Zr0.50536O3,01256,21,2,10,0.36956,41.381989000000004,31.64201,0.890005828282813,2.1500140795596043,1.4900097574622375,137.32789930403806,1.4628515,1.5458365000000003,0.8713759083333334,81.62202346925,0.41745726622583157,0.6084047685515673,1.3908418384218537,1.7099506002089901,1.6824858471656796,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.40389Co0.28778Fe-0.00742Y0.20932Zr0.51032O3,01256,22,2,11,0.35793999,45.37999,31.64201,0.8900033886967935,2.150008186177647,1.4900056732114857,137.32752287591524,1.4615437999999998,1.545887,0.8713534166666667,81.7086291591,0.40388846218479024,0.608947462742337,1.3907925910352097,1.7099900507780788,1.6806979175787689,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.35489Co0.22089Fe-0.01108Y0.23832Zr0.55187O3,01256,23,3,1,0.3425,5.4000001,19.14801,0.889997569376239,2.149994128268442,1.4899959307534787,137.32662495475367,1.4197343,1.567064,0.88273245,83.93082189555,0.3548909692206993,0.6268761481470434,1.3719887179262888,1.6879360566766053,1.6361882542464976,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.36322Co0.23882Fe-0.00989Y0.22921Zr0.54186O3,01256,24,3,2,0.36564001,9.397999800000001,19.14801,0.890011464485451,2.150027695105303,1.4900191933520472,137.3287689701051,1.4311929,1.561022,0.8794401416666666,83.33086509840001,0.3632153212620604,0.621866880757619,1.3773205599314442,1.694281535214261,1.647994039278753,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.38687Co0.25131Fe-0.00934Y0.22306Zr0.53497O3,01256,25,3,3,0.38885,13.39599,19.14801,0.8900096663761332,2.150023351358074,1.4900161830342005,137.32849152183735,1.4390139,1.556904,0.8771841,82.92235111644999,0.38686579821312517,0.6184858022400849,1.3809607730200926,1.6986356490435708,1.6561094767921307,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.40158Co0.26653Fe-0.00653Y0.21434Zr0.52566O3,01256,26,3,4,0.40700999,17.393998999999997,19.14801,0.8899952972989396,2.149988639542382,1.4899921269386742,137.32627437322637,1.4497491,1.5512585,0.8741982583333334,82.35168434235001,0.4015821219333378,0.6138960853977695,1.3859641314083901,1.7044098552419416,1.6675587812185795,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.41882Co0.28262Fe-0.00846Y0.21146Zr0.51438O3,01256,27,3,5,0.42146999,21.391991,19.14801,0.8899933670987755,2.149983976699289,1.4899888954799725,137.32597654334106,1.4579504,1.54761,0.8722194166666666,81.90708303189999,0.4188231213622411,0.6104414574726105,1.3892285373571438,1.7082730182437533,1.6766068508367868,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.42293Co0.2942Fe-0.01091Y0.2087Zr0.508O3,01256,28,3,6,0.42196000000000006,25.389999,19.14801,0.8900047712346593,2.1500115260163115,1.4900079877973509,137.32773620150792,1.4633847000000002,1.544956,0.8706708916666667,81.625319914,0.4229277327107228,0.6081823673806752,1.3916328529850115,1.7113331823292368,1.6824159016613434,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.42966Co0.30334Fe-0.00683Y0.19626Zr0.50724O3,01256,29,3,7,0.44051999,29.38802,19.14801,0.8900023855773505,2.1500057629115767,1.490003993831744,137.32736809458515,1.4718467,1.539437,0.8675804583333334,81.2164979023,0.4296588483321157,0.6046841600944926,1.396618220110064,1.7174245679693134,1.690880198500853,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.44043Co0.31301Fe-0.01034Y0.19499Zr0.50234O3,01256,30,3,8,0.4377,33.386009,19.14801,0.890000178101399,2.1500004302449525,1.4900002981697578,137.32702748104586,1.4755365999999999,1.5376965,0.8664831666666668,81.03045791845,0.4404299118638388,0.6031705198647048,1.398195567359978,1.719595204488209,1.6947581318033942,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.44645Co0.31702Fe-0.01175Y0.19491Zr0.49983O3,01256,31,3,9,0.43035001,37.384009999999996,19.14801,0.8899921909663384,2.1499811354804805,1.4899869264492631,137.32579506610602,1.4770592000000002,1.5371015,0.8661203583333335,80.9519538724,0.44645391727378464,0.6025433448885044,1.3987242452632314,1.7203000854482047,1.6963864180791106,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.46107Co0.32972Fe-0.02215Y0.23001Zr0.46242O3,01256,32,3,10,0.32232001,41.384009999999996,19.14801,0.8899954503650526,2.1499890093088347,1.4899923831954252,137.3262979913276,1.4749699,1.5448810000000002,0.8713435916666668,80.8275229439,0.461072356978549,0.6033990594418588,1.3916858381382349,1.7099940797698814,1.6990041633051374,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.42691Co0.31696Fe-0.00173Y0.19798Zr0.48679O3,01256,33,3,11,0.38464001,45.37999,19.14801,0.8899947030599007,2.1499872040211083,1.489991132089047,137.32618268214267,1.4816851999999998,1.5363625,0.8665947083333334,80.5913647802,0.4269125408204004,0.6006638272825434,1.3994009903399154,1.7193632937762249,1.7039813515589144,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.33033Co0.21231Fe-0.01411Y0.24409Zr0.55771O3,01256,34,4,1,0.28656,5.4000001,6.650000099999999,0.8900077775366346,2.150018788431196,1.490013020819759,137.32820007390274,1.4128656,1.5706770000000003,0.884580275,84.30169964695,0.33032711333570186,0.6299309555959425,1.368848457341131,1.6844293988126278,1.6290086753769408,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.33858Co0.22952Fe-0.01182Y0.23588Zr0.54642O3,01256,35,4,2,0.30623999,9.397999800000001,6.650000099999999,0.8899909204404337,2.1499780662325083,1.4899847993890407,137.32559902395892,1.4243792,1.564839,0.8815077166666667,83.68398899440001,0.3385834541445394,0.6248272373258706,1.373929245265812,1.6902685832669386,1.6410020683066209,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.35608Co0.24728Fe-0.01325Y0.22958Zr0.53639O3,01256,36,4,3,0.3258,13.39599,6.650000099999999,0.8900086354016036,2.1500208608016265,1.4900144570206622,137.32833244246743,1.4341252,1.5599265,0.8787564416666667,83.1757006126,0.3560765450966646,0.6205934010514588,1.3782834388681944,1.6955943494362005,1.6510631281855899,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.36661Co0.26872Fe-0.01317Y0.2242Zr0.52025O3,01256,37,4,4,0.34588999,17.393998999999997,6.650000099999999,0.8899955666703171,2.149989290270991,1.489992577908733,137.32631593722994,1.446549,1.5542815,0.8758221083333334,82.4930270804,0.36661182619223726,0.6152543513357079,1.3832689189641585,1.7012502467471962,1.6647021063172756,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.37543Co0.28878Fe-0.01096Y0.21215Zr0.51003O3,01256,38,4,5,0.36057001,21.391991,6.650000099999999,0.8899934488948208,2.149984174296477,1.489989032419419,137.32598916447085,1.4600125,1.5469255,0.8717977,81.7950196496,0.3754327634826082,0.6095793350363924,1.3898433856682026,1.709099522078825,1.6789040427248363,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.38208Co0.30479Fe-0.01069Y0.20605Zr0.49985O3,01256,39,4,6,0.37373,25.389999,6.650000099999999,0.8899915137580223,2.1499794995278068,1.489985792696015,137.32569057286284,1.469624,1.5421580000000001,0.8692300916666666,81.28263224655001,0.38208364320702465,0.6055913034613086,1.3941369817669826,1.7141442835223386,1.6894838021032659,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.39549Co0.31891Fe-0.01118Y0.2037Zr0.48857O3,01256,40,4,7,0.37854001,29.38802,6.650000099999999,0.8900027550944057,2.1500066555651376,1.4900046124614208,137.32742511106682,1.4774035,1.53882,0.8675164333333334,80.84946944245,0.3954887757203219,0.6024100762550012,1.397178783460793,1.7175520315347195,1.6985569114812653,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.39754Co0.32555Fe-0.01357Y0.1985Zr0.48952O3,01256,41,4,8,0.38234001,33.386009,6.650000099999999,0.8899911412086777,2.1499785995490526,1.4899851689898087,137.32563308849896,1.4804325,1.5365505000000002,0.8659896916666667,80.73166868725001,0.39754395703253576,0.6011696860266698,1.3992241709914854,1.7205576271031733,1.7010131875322783,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.40308Co0.32726Fe-0.01258Y0.19669Zr0.48863O3,01256,42,4,9,0.37932,37.384009999999996,6.650000099999999,0.8900023186937693,2.150005601338881,1.4900038818581083,137.32735777444861,1.4820671,1.5356075,0.8654997166666667,80.6456220522,0.403078949868933,0.6005141863642809,1.4001010032439156,1.7215532866915535,1.7028495072622774,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.40812Co0.3276Fe-0.01328Y0.19599Zr0.48968O3,01256,43,4,10,0.37145999,41.381989000000004,6.650000099999999,0.8900084855991012,2.1500204989191767,1.4900142062277086,137.3283093279413,1.4819678,1.535454,0.8653392,80.66011894350001,0.40811610886552074,0.6005585854153519,1.4002506743407335,1.721884558364753,1.7025552544019387,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.39927Co0.32504Fe-0.01022Y0.1977Zr0.48748O3,01256,44,4,11,0.3556,45.37999,6.650000099999999,0.8899968712778401,2.1499924418509617,1.4899947620269458,137.3265172381707,1.4819149999999999,1.5359500000000001,0.8658673166666666,80.6314718678,0.39927140360594193,0.6005721456884101,1.3997802284260306,1.7208118765389893,1.7031379194382752,13_June_2017,Pulsed Laser Deposition,BZYF631/ BZC19,700.0,20.2,850,N,353.0,20,1.0,ITO/EXG,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
