Point	Row	Column	d_um
1	1	1	0.32820001
2	1	2	0.33967
3	1	3	0.35123
4	1	4	0.27954
5	1	5	0.36509001
6	1	6	0.36068001
7	1	7	0.34871
8	1	8	0.33581001
9	1	9	0.31674001
10	1	10	0.28920999
11	1	11	0.27691999
12	2	1	0.35901001
13	2	2	0.37858
14	2	3	0.39502001
15	2	4	0.41400999
16	2	5	0.42465001
17	2	6	0.42749
18	2	7	0.42677999
19	2	8	0.41608
20	2	9	0.40011999
21	2	10	0.36956
22	2	11	0.35793999
23	3	1	0.3425
24	3	2	0.36564001
25	3	3	0.38885
26	3	4	0.40700999
27	3	5	0.42146999
28	3	6	0.42196
29	3	7	0.44051999
30	3	8	0.4377
31	3	9	0.43035001
32	3	10	0.32232001
33	3	11	0.38464001
34	4	1	0.28656
35	4	2	0.30623999
36	4	3	0.3258
37	4	4	0.34588999
38	4	5	0.36057001
39	4	6	0.37373
40	4	7	0.37854001
41	4	8	0.38234001
42	4	9	0.37932
43	4	10	0.37145999
44	4	11	0.3556
