Point	ASR
1	42455.168
2	473626.5
3	961955.69
4	1127203.5
5	1349628.2
6	2460809.5
7	3699225.2
8	3992021.8
9	5693822.5
10	5869123.5
11	5601774
12	160001.31
13	664132.69
14	1034840.6
15	1005623.8
16	1614778.6
17	3368729.8
18	5895198.5
19	8977729
20	9789517
21	13722791
22	9974243
23	1539066.2
24	1207628.2
25	1326066.2
26	4195597
27	6414189.5
28	10436685
29	33534302
30	34001456
31	57870336
32	37193316
33	12836548
34	1303132.6
35	1617920.2
36	3126198.8
37	3890234.2
38	3105972.2
39	1202601.6
40	2017216.6
41	2928278.5
42	5894256
43	18208672
44	11856685
45	6832650
46	1806415.8
47	3960605.8
48	3884893.5
49	1505922.5
50	34185868
51	1070968.9
52	1372876
53	2271999.8
54	10207035
55	10224942
56	4358960
57	1749647.2
58	4039459.8
59	3336371.5
60	1099494.6
61	1146053
62	1384562.8
63	1537181.2
64	3326004.2
65	14605578
66	21471214
67	2117747.5
68	2715278.5
69	5359557
70	4894601.5
71	1256637
72	1018504.3
73	1251610.5
74	1456348.1
75	1900035.2
76	9116274
77	15996361
78	4820460
79	1766831.8
80	4631964
81	3596809.5
82	1267946.8
83	1079765.4
84	1301561.9
85	1854482.1
86	2642079.5
87	7789893
88	15338512
89	4561592.5
90	1261663.6
91	3633880.2
92	2994566
93	1187019.4
94	1218938
95	1501681.2
96	1596243.2
97	5763880
98	9434203
99	19531910
100	1816468.9
101	1975747.6
102	2346141.5
103	4142504
104	3071849.2
105	3450411.2
106	4491535
107	4694796
108	8765044
109	14691658
110	14835543
111	1601583.9
112	2148221
113	2248123.8
114	3563508.5
115	4460433
116	5379977.5
117	7053189.5
118	7891995
119	21623582
120	21328272
121	4647672
122	3993278.5
123	2951840.5
124	2531181.2
125	4340424.5
126	5775504
127	18477592
128	19163086
129	26145276
130	43484984
131	49323320
132	411583.19
