Point	ASR
1	130753.09
2	242028.3
3	550501.25
4	195155.73
5	242813.7
6	532908.38
7	5120167.5
8	3574818.2
9	18712582
10	28779188
11	9754959
12	2073137
13	1179573.8
14	593145.38
15	897741.5
16	1165342.4
17	1850712.2
18	3333858
19	6038141
20	9493893
21	1915114.9
22	1447017.6
23	588074.75
24	548396.44
25	662287.31
26	903207.88
27	2153876
28	2180265.2
29	4478968.5
30	6743428.5
31	12345202
32	12474950
33	4537088
34	794203.38
35	619365
36	1243191
37	1175301.2
38	1217178.6
39	475103.06
40	571895.5
41	911407.44
42	3770853.8
43	8722318
44	1124376
45	1922654.8
46	1457541.9
47	2929849.2
48	1340831.8
49	461060.12
50	256322.55
51	216260.95
52	298105.72
53	551883.56
54	1698659.1
55	865194.62
56	1541265.4
57	1018190.2
58	1606610.5
59	668499.5
60	200926.84
61	213889.05
62	196701.41
63	270585.38
64	413339.34
65	1296221.1
66	1371933.5
67	1081650.4
68	701988.88
69	1786309.6
70	1212340.6
71	311897.31
72	226320.33
73	199509.98
74	303257.94
75	285853.5
76	898495.5
77	3030694.5
78	660488.44
79	720241.56
80	1367849.5
81	1365964.5
82	414501.75
83	1474663.6
84	1145110.5
85	371304.84
86	594609.25
87	1256951.2
88	6899566
89	2089787.4
90	1618234.4
91	2697057.2
92	1614778.6
93	544909.25
94	557381.38
95	337344.22
96	762653.06
97	674374.25
98	1436964.5
99	4651756
100	1194119.4
101	1212654.8
102	1021017.6
103	1233703.4
104	1065942.4
105	1160504.4
106	1169615
107	1414973.4
108	2010933.5
109	4550597
110	4114229.8
111	1347114.9
112	979862.75
113	1035154.8
114	1107411.4
115	1212654.8
116	1268889.2
117	1454557.4
118	1586818.5
119	2847539.5
120	4257800.5
121	6569070
122	812101.69
123	523295.09
124	460463.25
125	471019
126	571204.38
127	754924.69
128	1040181.3
129	1771230
130	3520154.5
131	3953380.2
132	5154725
