Point	ASR
1	72580.219
2	137130.52
3	292607.94
4	283937.16
5	430869.44
6	729069.44
7	967610.56
8	1320725.5
9	1554145.9
10	1409946.8
11	1339261
12	208718.56
13	198894.23
14	297540.25
15	342967.66
16	605636.25
17	1051491
18	2087274.1
19	2994252
20	3081588.2
21	2172725.5
22	1343030.9
23	538249.06
24	381860.59
25	502592
26	894976.94
27	2020672.4
28	2932048.5
29	5078384.5
30	11081654
31	16787728
32	13899977
33	3641106
34	2216393.5
35	1131956.4
36	1595300.8
37	1782225.5
38	1620119.4
39	84965312
40	743740.62
41	1274230
42	3032579.5
43	10501402
44	2723760.8
45	5083097
46	1328862.2
47	2197230
48	1624831.8
49	654645.06
50	1751437.9
51	480223.84
52	508152.62
53	1044045.5
54	7929380
55	2506676.8
56	2487827.2
57	780245.94
58	1785681.2
59	1400584.9
60	433853.94
61	455091.12
62	293003.78
63	587854.81
64	969746.81
65	9485097
66	6722066
67	2692659
68	99833216
69	2091358.2
70	2275769.8
71	664509.69
72	503597.31
73	385976.06
74	671295.5
75	1236028.2
76	4427760.5
77	4267225.5
78	44453536
79	630140.62
80	1733216.6
81	1670699
82	586252.62
83	599572.94
84	667337.12
85	1157111.4
86	1243599.5
87	3655243
88	4426190
89	1275989.2
90	748044.62
91	1426471.5
92	1413716.8
93	648487.56
94	651566.31
95	607929.62
96	902705.25
97	1834061.8
98	3164212
99	5945464
100	2059628.1
101	1073796.4
102	17858384
103	2086331.6
104	1889668
105	1881342.8
106	2060256.5
107	2455154.8
108	3073734.2
109	4492791.5
110	7252052.5
111	1145990.1
112	1014922.9
113	917313.62
114	1589017.6
115	1979203.4
116	2295561.8
117	2272628.2
118	2526154.8
119	4607460
120	7305773.5
121	9235968
122	1773963.1
123	1268980.4
124	1204266.8
125	1946530.8
126	2323836
127	5014924.5
128	17382432
129	29665746
130	54686016
131	1.2475265e+08
132	83573592
